,Weight
sti1,172
sti10,4
sti100,1
sti101,136
sti102,17
sti103,9
sti104,16
sti105,9
sti106,140
sti107,193
sti108,14
sti109,10
sti11,15
sti110,22
sti111,17
sti112,24
sti113,13
sti114,158
sti115,7
sti116,16
sti117,17
sti118,21
sti119,101
sti12,120
sti120,18
sti121,19
sti122,52
sti123,190
sti124,25
sti125,8
sti126,81
sti127,40
sti128,13
sti129,2
sti13,109
sti130,88
sti131,16
sti132,12
sti133,11
sti134,13
sti135,50
sti136,12
sti137,14
sti138,14
sti139,9
sti14,19
sti140,185
sti141,14
sti142,11
sti143,78
sti144,21
sti145,13
sti146,9
sti147,181
sti148,20
sti149,13
sti15,7
sti150,15
sti151,8
sti152,13
sti153,22
sti154,16
sti155,13
sti156,17
sti157,12
sti158,142
sti159,12
sti16,19
sti160,8
sti161,13
sti162,104
sti163,129
sti164,13
sti165,18
sti166,16
sti167,19
sti168,116
sti169,11
sti17,13
sti170,20
sti171,16
sti172,1
sti173,7
sti174,56
sti175,20
sti176,151
sti177,6
sti178,108
sti179,10
sti18,183
sti180,148
sti181,5
sti182,24
sti183,53
sti184,6
sti185,19
sti186,11
sti187,10
sti188,115
sti189,47
sti19,10
sti190,84
sti191,9
sti192,22
sti193,93
sti194,5
sti195,144
sti196,19
sti197,8
sti198,10
sti199,25
sti2,117
sti20,19
sti200,15
sti21,15
sti22,17
sti23,28
sti24,11
sti25,162
sti26,176
sti27,83
sti28,20
sti29,7
sti3,5
sti30,8
sti31,19
sti32,22
sti33,114
sti34,14
sti35,21
sti36,22
sti37,7
sti38,35
sti39,15
sti4,10
sti40,69
sti41,132
sti42,12
sti43,9
sti44,14
sti45,24
sti46,160
sti47,19
sti48,26
sti49,20
sti5,18
sti50,7
sti51,23
sti52,21
sti53,11
sti54,19
sti55,21
sti56,155
sti57,145
sti58,86
sti59,132
sti6,82
sti60,127
sti61,8
sti62,13
sti63,14
sti64,7
sti65,6
sti66,12
sti67,3
sti68,17
sti69,115
sti7,156
sti70,10
sti71,16
sti72,19
sti73,18
sti74,8
sti75,159
sti76,21
sti77,10
sti78,88
sti79,31
sti8,18
sti80,8
sti81,17
sti82,3
sti83,172
sti84,17
sti85,10
sti86,26
sti87,98
sti88,186
sti89,20
sti9,6
sti90,27
sti91,13
sti92,13
sti93,11
sti94,9
sti95,17
sti96,19
sti97,20
sti98,176
sti99,12
