,Weight
sti1,75
sti10,84
sti100,71
sti101,45
sti102,42
sti103,55
sti104,55
sti105,121
sti106,43
sti107,106
sti108,26
sti109,41
sti11,27
sti110,59
sti111,59
sti112,57
sti113,84
sti114,105
sti115,41
sti116,58
sti117,76
sti118,65
sti119,38
sti12,68
sti120,48
sti121,67
sti122,41
sti123,22
sti124,64
sti125,100
sti126,61
sti127,68
sti128,84
sti129,53
sti13,40
sti130,43
sti131,76
sti132,52
sti133,70
sti134,7
sti135,49
sti136,43
sti137,35
sti138,75
sti139,38
sti14,112
sti140,25
sti15,77
sti16,41
sti17,90
sti18,49
sti19,57
sti2,37
sti20,37
sti21,37
sti22,38
sti23,57
sti24,63
sti25,86
sti26,17
sti27,87
sti28,7
sti29,54
sti3,121
sti30,51
sti31,67
sti32,92
sti33,64
sti34,71
sti35,64
sti36,120
sti37,47
sti38,41
sti39,25
sti4,90
sti40,70
sti41,104
sti42,30
sti43,52
sti44,53
sti45,36
sti46,61
sti47,38
sti48,68
sti49,43
sti5,105
sti50,72
sti51,118
sti52,76
sti53,59
sti54,62
sti55,103
sti56,59
sti57,124
sti58,65
sti59,42
sti6,43
sti60,74
sti61,82
sti62,82
sti63,97
sti64,39
sti65,49
sti66,10
sti67,38
sti68,39
sti69,57
sti7,84
sti70,104
sti71,123
sti72,51
sti73,59
sti74,33
sti75,65
sti76,120
sti77,117
sti78,72
sti79,71
sti8,45
sti80,35
sti81,94
sti82,40
sti83,77
sti84,52
sti85,75
sti86,67
sti87,51
sti88,20
sti89,72
sti9,120
sti90,74
sti91,46
sti92,71
sti93,14
sti94,76
sti95,70
sti96,39
sti97,33
sti98,104
sti99,51
