,Weight
sti1,110
sti10,88
sti11,43
sti12,112
sti13,115
sti14,350
sti15,75
sti16,257
sti17,205
sti18,20
sti19,39
sti2,133
sti20,344
sti21,149
sti22,137
sti23,44
sti24,17
sti25,395
sti26,52
sti27,357
sti28,168
sti29,171
sti3,14
sti30,18
sti31,17
sti32,33
sti33,127
sti34,111
sti35,67
sti36,67
sti37,274
sti38,115
sti39,52
sti4,62
sti40,126
sti41,287
sti42,280
sti43,26
sti44,378
sti45,74
sti46,36
sti47,50
sti48,46
sti49,111
sti5,114
sti50,271
sti51,58
sti52,148
sti53,298
sti54,48
sti55,52
sti56,126
sti57,37
sti58,109
sti59,24
sti6,38
sti60,41
sti61,36
sti62,100
sti63,83
sti64,129
sti65,129
sti66,96
sti67,33
sti68,104
sti69,120
sti7,309
sti70,82
sti8,340
sti9,59
