,Weight
sti1,174
sti10,1
sti11,588
sti12,1
sti13,3
sti14,4
sti15,2
sti16,2
sti17,5
sti18,12
sti19,257
sti2,4
sti20,184
sti21,2
sti22,4
sti23,361
sti24,1
sti25,6
sti26,282
sti27,5
sti28,5
sti29,292
sti3,219
sti30,1
sti31,10
sti32,1
sti33,1
sti34,305
sti35,412
sti36,1
sti37,2
sti38,237
sti39,12
sti4,5
sti40,7
sti41,3
sti42,1
sti43,3
sti44,6
sti45,6
sti46,3
sti47,147
sti48,3
sti49,1
sti5,4
sti50,5
sti51,447
sti52,369
sti53,5
sti54,3
sti55,1
sti56,273
sti57,2
sti58,321
sti59,1
sti6,283
sti60,296
sti61,147
sti62,273
sti63,1
sti64,6
sti65,10
sti66,111
sti67,2
sti68,329
sti69,9
sti7,1
sti70,1
sti71,2
sti72,328
sti73,139
sti74,238
sti75,3
sti76,5
sti77,1
sti78,207
sti79,197
sti8,171
sti80,8
sti81,6
sti82,5
sti83,3
sti84,4
sti85,280
sti86,2
sti87,5
sti88,323
sti89,121
sti9,4
sti90,203
