,Weight
sti1,57
sti10,43
sti100,49
sti101,37
sti102,84
sti103,33
sti104,36
sti105,43
sti106,89
sti107,10
sti108,83
sti109,78
sti11,62
sti110,68
sti111,35
sti112,61
sti113,20
sti114,109
sti115,43
sti116,24
sti117,24
sti118,55
sti119,38
sti12,49
sti120,22
sti121,58
sti122,43
sti123,62
sti124,22
sti125,46
sti126,56
sti127,95
sti128,37
sti129,20
sti13,59
sti130,32
sti131,88
sti132,57
sti133,50
sti134,64
sti135,21
sti136,59
sti137,44
sti138,54
sti139,32
sti14,62
sti140,51
sti141,53
sti142,80
sti143,7
sti144,21
sti145,46
sti146,91
sti147,76
sti148,82
sti149,53
sti15,101
sti150,41
sti151,96
sti152,40
sti153,26
sti154,23
sti155,21
sti156,60
sti157,51
sti158,61
sti159,56
sti16,42
sti160,10
sti161,73
sti162,36
sti163,47
sti164,43
sti165,29
sti166,63
sti167,45
sti168,11
sti169,52
sti17,34
sti170,38
sti18,39
sti19,39
sti2,72
sti20,69
sti21,22
sti22,35
sti23,29
sti24,62
sti25,17
sti26,38
sti27,53
sti28,72
sti29,41
sti3,111
sti30,22
sti31,48
sti32,30
sti33,60
sti34,36
sti35,66
sti36,81
sti37,47
sti38,53
sti39,64
sti4,110
sti40,61
sti41,37
sti42,23
sti43,47
sti44,24
sti45,67
sti46,61
sti47,19
sti48,68
sti49,112
sti5,40
sti50,81
sti51,54
sti52,77
sti53,46
sti54,62
sti55,75
sti56,26
sti57,42
sti58,27
sti59,74
sti6,37
sti60,75
sti61,84
sti62,34
sti63,64
sti64,94
sti65,40
sti66,31
sti67,50
sti68,41
sti69,63
sti7,46
sti70,39
sti71,23
sti72,51
sti73,82
sti74,56
sti75,29
sti76,50
sti77,78
sti78,79
sti79,40
sti8,43
sti80,77
sti81,46
sti82,49
sti83,34
sti84,19
sti85,59
sti86,43
sti87,62
sti88,47
sti89,40
sti9,53
sti90,89
sti91,24
sti92,39
sti93,58
sti94,61
sti95,44
sti96,76
sti97,55
sti98,48
sti99,73
