,Weight
sti1,136
sti10,3
sti11,6
sti12,1
sti13,288
sti14,3
sti15,260
sti16,1
sti17,8
sti18,6
sti19,488
sti2,11
sti20,1
sti21,203
sti22,7
sti23,1
sti24,2
sti25,210
sti26,1
sti27,10
sti28,2
sti29,3
sti3,332
sti30,1
sti31,196
sti32,10
sti33,7
sti34,327
sti35,296
sti36,4
sti37,1
sti38,230
sti39,7
sti4,6
sti40,433
sti41,257
sti42,355
sti43,5
sti44,1
sti45,1
sti46,1
sti47,1
sti48,2
sti49,6
sti5,324
sti50,1
sti51,14
sti52,1
sti53,3
sti54,428
sti55,296
sti56,1
sti57,165
sti58,4
sti59,3
sti6,3
sti60,1
sti61,150
sti62,2
sti63,3
sti64,360
sti65,9
sti66,2
sti67,4
sti68,430
sti69,157
sti7,1
sti70,455
sti71,1
sti72,119
sti73,6
sti74,5
sti75,376
sti76,1
sti77,3
sti78,1
sti79,299
sti8,1
sti80,2
sti81,5
sti82,4
sti83,215
sti84,253
sti85,1
sti86,1
sti87,6
sti88,111
sti89,9
sti9,365
sti90,5
