,Weight
sti1,26
sti10,29
sti100,38
sti101,26
sti102,24
sti103,21
sti104,14
sti105,15
sti106,47
sti107,11
sti108,25
sti109,20
sti11,51
sti110,27
sti111,65
sti112,67
sti113,44
sti114,19
sti115,14
sti116,14
sti117,24
sti118,33
sti119,34
sti12,47
sti120,27
sti121,55
sti122,47
sti123,29
sti124,18
sti125,18
sti126,11
sti127,8
sti128,11
sti129,62
sti13,51
sti130,16
sti131,22
sti132,25
sti133,57
sti134,26
sti135,41
sti136,55
sti137,22
sti138,55
sti139,21
sti14,16
sti140,32
sti141,34
sti142,39
sti143,30
sti144,34
sti145,42
sti146,34
sti147,29
sti148,22
sti149,27
sti15,20
sti150,28
sti151,17
sti152,23
sti153,50
sti154,17
sti155,14
sti156,49
sti157,12
sti158,24
sti159,9
sti16,35
sti160,18
sti161,11
sti162,28
sti163,40
sti164,36
sti165,18
sti166,17
sti167,7
sti168,71
sti169,25
sti17,22
sti170,9
sti171,21
sti172,25
sti173,41
sti174,37
sti175,20
sti176,18
sti177,23
sti178,27
sti179,25
sti18,46
sti180,29
sti181,22
sti182,9
sti183,19
sti184,8
sti185,22
sti186,10
sti187,35
sti188,34
sti189,9
sti19,66
sti190,10
sti191,37
sti192,29
sti193,8
sti194,14
sti195,12
sti196,14
sti197,19
sti198,16
sti199,26
sti2,9
sti20,25
sti200,19
sti201,17
sti202,6
sti203,19
sti204,22
sti205,20
sti206,26
sti207,17
sti208,13
sti209,24
sti21,56
sti210,42
sti211,26
sti212,23
sti213,33
sti214,20
sti215,22
sti216,36
sti217,34
sti218,28
sti219,23
sti22,33
sti220,29
sti221,32
sti222,31
sti223,17
sti224,70
sti225,51
sti226,38
sti227,10
sti228,27
sti229,21
sti23,35
sti230,35
sti231,61
sti232,12
sti233,22
sti234,29
sti235,39
sti236,44
sti237,38
sti238,30
sti239,16
sti24,29
sti240,10
sti241,46
sti242,28
sti243,32
sti244,34
sti245,14
sti246,33
sti247,30
sti248,34
sti249,67
sti25,26
sti250,52
sti251,18
sti252,14
sti253,26
sti254,59
sti255,27
sti256,15
sti257,22
sti258,33
sti259,34
sti26,12
sti260,28
sti261,23
sti262,14
sti263,44
sti264,20
sti265,17
sti266,22
sti267,20
sti268,15
sti269,58
sti27,28
sti270,16
sti271,46
sti272,24
sti273,16
sti274,33
sti275,35
sti276,18
sti277,36
sti278,17
sti279,11
sti28,14
sti280,26
sti281,52
sti282,23
sti283,7
sti284,44
sti285,16
sti286,12
sti287,44
sti288,24
sti289,24
sti29,24
sti290,55
sti291,19
sti292,52
sti293,14
sti294,20
sti295,36
sti296,13
sti297,14
sti298,25
sti299,19
sti3,54
sti30,29
sti300,20
sti31,68
sti32,9
sti33,22
sti34,50
sti35,37
sti36,8
sti37,34
sti38,15
sti39,19
sti4,17
sti40,43
sti41,51
sti42,24
sti43,90
sti44,33
sti45,26
sti46,32
sti47,70
sti48,30
sti49,30
sti5,32
sti50,41
sti51,36
sti52,18
sti53,46
sti54,19
sti55,16
sti56,36
sti57,16
sti58,31
sti59,59
sti6,21
sti60,14
sti61,40
sti62,20
sti63,40
sti64,15
sti65,15
sti66,6
sti67,29
sti68,30
sti69,39
sti7,19
sti70,41
sti71,26
sti72,31
sti73,39
sti74,13
sti75,33
sti76,24
sti77,52
sti78,31
sti79,38
sti8,55
sti80,34
sti81,35
sti82,43
sti83,41
sti84,36
sti85,28
sti86,29
sti87,43
sti88,31
sti89,37
sti9,30
sti90,23
sti91,44
sti92,46
sti93,18
sti94,56
sti95,38
sti96,41
sti97,15
sti98,31
sti99,30
