Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,2.5579538487363607e-13
2030,sc01,01-01 01:00:00+01:00,-1.4210854715202004e-14
2030,sc01,01-01 02:00:00+01:00,-2.842170943040401e-14
2030,sc01,01-01 03:00:00+01:00,-3.126388037344441e-13
2030,sc01,01-01 04:00:00+01:00,6.536993168992922e-13
2030,sc01,01-01 05:00:00+01:00,3.552713678800501e-14
2030,sc01,01-01 06:00:00+01:00,1.1368683772161603e-13
2030,sc01,01-01 07:00:00+01:00,5.755396159656812e-13
2030,sc01,01-01 08:00:00+01:00,-5.186961971048731e-13
2030,sc01,01-01 09:00:00+01:00,165.66050481115468
2030,sc01,01-01 10:00:00+01:00,110.58039945501372
2030,sc01,01-01 11:00:00+01:00,61.47988290035922
2030,sc01,01-01 12:00:00+01:00,33.33735765667743
2030,sc01,01-01 13:00:00+01:00,15.087714966072507
2030,sc01,01-01 14:00:00+01:00,61.85241782274358
2030,sc01,01-01 15:00:00+01:00,147.37670257292734
2030,sc01,01-01 16:00:00+01:00,296.1962811409052
2030,sc01,01-01 17:00:00+01:00,-3.339550858072471e-13
2030,sc01,01-01 18:00:00+01:00,-2.8421709430404007e-13
2030,sc01,01-01 19:00:00+01:00,1.1368683772161603e-13
2030,sc01,01-01 20:00:00+01:00,5.684341886080802e-14
2030,sc01,01-01 21:00:00+01:00,-8.526512829121202e-14
2030,sc01,01-01 22:00:00+01:00,-3.694822225952521e-13
2030,sc01,01-01 23:00:00+01:00,-1.2789769243681803e-13
2030,sc01,01-02 00:00:00+01:00,-2.842170943040401e-14
2030,sc01,01-02 01:00:00+01:00,-5.044853423896711e-13
2030,sc01,01-02 02:00:00+01:00,-1.6342482922482304e-13
2030,sc01,01-02 03:00:00+01:00,-3.979039320256561e-13
2030,sc01,01-02 04:00:00+01:00,-9.947598300641403e-14
2030,sc01,01-02 05:00:00+01:00,1.4921397450962104e-13
2030,sc01,01-02 06:00:00+01:00,-2.5579538487363607e-13
2030,sc01,01-02 07:00:00+01:00,5.684341886080802e-14
