,Weight
sti1,137
sti10,1
sti100,1
sti101,368
sti102,1
sti103,11
sti104,1
sti105,1
sti106,1
sti107,1
sti108,269
sti109,1
sti11,391
sti110,1
sti111,345
sti112,1
sti113,3
sti114,1
sti115,1
sti116,362
sti117,360
sti118,1
sti119,1
sti12,4
sti120,1
sti121,2
sti122,1
sti123,1
sti124,1
sti125,1
sti126,2
sti127,4
sti128,2
sti129,1
sti13,5
sti130,1
sti131,1
sti132,1
sti133,1
sti134,1
sti135,1
sti136,1
sti137,3
sti138,1
sti139,1
sti14,2
sti140,1
sti141,1
sti142,1
sti143,1
sti144,278
sti145,1
sti146,265
sti147,1
sti148,2
sti149,1
sti15,2
sti150,1
sti151,1
sti152,1
sti153,332
sti154,1
sti155,1
sti156,2
sti157,206
sti158,1
sti159,1
sti16,178
sti160,1
sti161,1
sti162,1
sti163,1
sti164,2
sti165,2
sti166,1
sti167,2
sti168,68
sti169,1
sti17,1
sti170,251
sti171,2
sti172,220
sti173,1
sti174,275
sti175,210
sti176,251
sti177,1
sti178,1
sti179,346
sti18,1
sti180,3
sti181,1
sti182,1
sti183,1
sti184,1
sti185,1
sti186,1
sti187,1
sti188,305
sti189,1
sti19,4
sti190,228
sti191,2
sti192,3
sti193,1
sti194,1
sti195,2
sti196,257
sti197,238
sti198,1
sti199,1
sti2,3
sti20,1
sti200,1
sti21,1
sti22,5
sti23,1
sti24,1
sti25,310
sti26,2
sti27,2
sti28,4
sti29,5
sti3,118
sti30,2
sti31,4
sti32,1
sti33,1
sti34,307
sti35,2
sti36,1
sti37,1
sti38,1
sti39,2
sti4,1
sti40,3
sti41,1
sti42,2
sti43,1
sti44,1
sti45,1
sti46,1
sti47,2
sti48,1
sti49,211
sti5,1
sti50,1
sti51,167
sti52,1
sti53,1
sti54,1
sti55,1
sti56,212
sti57,2
sti58,2
sti59,1
sti6,1
sti60,206
sti61,2
sti62,5
sti63,1
sti64,5
sti65,3
sti66,1
sti67,1
sti68,1
sti69,1
sti7,1
sti70,1
sti71,2
sti72,1
sti73,1
sti74,3
sti75,1
sti76,1
sti77,1
sti78,2
sti79,1
sti8,1
sti80,3
sti81,193
sti82,1
sti83,1
sti84,2
sti85,1
sti86,6
sti87,1
sti88,3
sti89,243
sti9,4
sti90,1
sti91,1
sti92,1
sti93,1
sti94,2
sti95,152
sti96,211
sti97,1
sti98,1
sti99,1
