,Weight
sti1,61
sti10,160
sti100,118
sti101,113
sti102,53
sti103,100
sti104,53
sti105,58
sti106,77
sti107,82
sti108,89
sti109,42
sti11,55
sti110,98
sti12,127
sti13,51
sti14,143
sti15,149
sti16,119
sti17,77
sti18,121
sti19,138
sti2,70
sti20,86
sti21,72
sti22,25
sti23,69
sti24,111
sti25,50
sti26,32
sti27,120
sti28,124
sti29,103
sti3,112
sti30,45
sti31,46
sti32,54
sti33,120
sti34,80
sti35,66
sti36,72
sti37,110
sti38,48
sti39,65
sti4,65
sti40,131
sti41,78
sti42,78
sti43,92
sti44,63
sti45,67
sti46,48
sti47,69
sti48,86
sti49,115
sti5,76
sti50,137
sti51,139
sti52,82
sti53,76
sti54,53
sti55,97
sti56,105
sti57,52
sti58,85
sti59,93
sti6,66
sti60,131
sti61,63
sti62,125
sti63,101
sti64,72
sti65,61
sti66,121
sti67,76
sti68,89
sti69,45
sti7,60
sti70,131
sti71,42
sti72,78
sti73,137
sti74,58
sti75,55
sti76,63
sti77,75
sti78,52
sti79,39
sti8,51
sti80,103
sti81,51
sti82,76
sti83,26
sti84,53
sti85,22
sti86,74
sti87,19
sti88,86
sti89,82
sti9,52
sti90,50
sti91,77
sti92,103
sti93,65
sti94,87
sti95,65
sti96,82
sti97,42
sti98,32
sti99,47
