,Weight
sti1,411
sti10,57
sti11,397
sti12,21
sti13,36
sti14,246
sti15,28
sti16,26
sti17,41
sti18,53
sti19,45
sti2,321
sti20,81
sti21,398
sti22,27
sti23,36
sti24,9
sti25,51
sti26,328
sti27,27
sti28,26
sti29,33
sti3,28
sti30,47
sti31,358
sti32,53
sti33,313
sti34,52
sti35,45
sti36,317
sti37,369
sti38,29
sti39,14
sti4,44
sti40,39
sti41,36
sti42,69
sti43,304
sti44,343
sti45,403
sti46,70
sti47,81
sti48,61
sti49,47
sti5,56
sti50,30
sti51,73
sti52,44
sti53,23
sti54,41
sti55,47
sti56,34
sti57,41
sti58,41
sti59,27
sti6,262
sti60,51
sti61,14
sti62,276
sti63,297
sti64,40
sti65,38
sti66,12
sti67,329
sti68,350
sti69,63
sti7,74
sti70,359
sti8,16
sti9,278
