Period,Scenario,LoadLevel,Area,Node,Technology,GWh
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Coal,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Gas,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Hydro,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Nuclear,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Oil,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Solar,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Wind,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Coal,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Gas,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Hydro,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Nuclear,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Oil,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Solar,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,Wind,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,ENS,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,EnergyDemand,-8.99176685264
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,PowerFlowOut,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_101,PowerFlowIn,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Coal,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Gas,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Hydro,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Nuclear,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Oil,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Solar,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Wind,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Coal,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Gas,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Hydro,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Nuclear,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Oil,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Solar,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,Wind,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,ENS,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,EnergyDemand,-8.075938745270001
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,PowerFlowOut,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_102,PowerFlowIn,3.40342817018066
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Coal,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Gas,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Hydro,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Nuclear,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Oil,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Solar,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Wind,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Coal,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Gas,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Hydro,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Nuclear,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Oil,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Solar,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,Wind,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,ENS,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,EnergyDemand,-14.98627808524
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,PowerFlowOut,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_103,PowerFlowIn,-10.430482596332814
2030,sc01,02-21 17:00:00+01:00,Area_11,N_104,Coal,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_104,Gas,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_104,Hydro,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_104,Nuclear,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_104,Oil,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_104,Solar,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_104,Wind,0.0
2030,sc01,02-21 17:00:00+01:00,Area_11,N_104,Coal,0.0
