,Weight
sti1,57
sti10,44
sti100,41
sti101,32
sti102,83
sti103,33
sti104,36
sti105,43
sti106,89
sti107,12
sti108,84
sti109,78
sti11,55
sti110,70
sti111,35
sti112,61
sti113,18
sti114,109
sti115,47
sti116,24
sti117,24
sti118,55
sti119,34
sti12,48
sti120,20
sti121,58
sti122,43
sti123,62
sti124,21
sti125,41
sti126,57
sti127,95
sti128,38
sti129,14
sti13,59
sti130,32
sti131,88
sti132,58
sti133,39
sti134,64
sti135,20
sti136,59
sti137,41
sti138,50
sti139,32
sti14,62
sti140,47
sti141,54
sti142,81
sti143,7
sti144,21
sti145,46
sti146,91
sti147,72
sti148,82
sti149,47
sti15,83
sti150,40
sti151,95
sti152,39
sti153,26
sti154,23
sti155,19
sti156,60
sti157,51
sti158,61
sti159,59
sti16,42
sti160,10
sti161,73
sti162,36
sti163,47
sti164,43
sti165,29
sti166,63
sti167,42
sti168,11
sti169,52
sti17,34
sti170,37
sti171,16
sti172,16
sti173,26
sti174,17
sti175,11
sti176,34
sti177,28
sti178,30
sti179,25
sti18,39
sti180,58
sti19,18
sti2,72
sti20,55
sti21,13
sti22,38
sti23,28
sti24,67
sti25,17
sti26,37
sti27,51
sti28,72
sti29,41
sti3,73
sti30,22
sti31,47
sti32,30
sti33,60
sti34,37
sti35,66
sti36,79
sti37,47
sti38,53
sti39,66
sti4,106
sti40,63
sti41,32
sti42,21
sti43,47
sti44,25
sti45,63
sti46,61
sti47,19
sti48,68
sti49,115
sti5,39
sti50,81
sti51,54
sti52,74
sti53,46
sti54,62
sti55,75
sti56,26
sti57,42
sti58,21
sti59,68
sti6,37
sti60,75
sti61,82
sti62,33
sti63,64
sti64,93
sti65,40
sti66,29
sti67,35
sti68,31
sti69,63
sti7,33
sti70,33
sti71,23
sti72,48
sti73,82
sti74,56
sti75,20
sti76,50
sti77,78
sti78,79
sti79,40
sti8,43
sti80,77
sti81,46
sti82,49
sti83,33
sti84,19
sti85,59
sti86,43
sti87,62
sti88,47
sti89,36
sti9,53
sti90,89
sti91,23
sti92,39
sti93,58
sti94,61
sti95,30
sti96,84
sti97,55
sti98,48
sti99,73
