,Weight
sti1,125
sti10,21
sti100,115
sti101,20
sti102,11
sti103,95
sti104,6
sti105,3
sti106,271
sti107,7
sti108,11
sti109,7
sti11,220
sti110,12
sti111,62
sti112,45
sti113,11
sti114,11
sti115,11
sti116,27
sti117,105
sti118,167
sti119,106
sti12,114
sti120,28
sti13,49
sti14,126
sti15,8
sti16,37
sti17,266
sti18,6
sti19,689
sti2,175
sti20,14
sti21,132
sti22,7
sti23,127
sti24,18
sti25,32
sti26,241
sti27,2
sti28,10
sti29,199
sti3,3
sti30,74
sti31,48
sti32,12
sti33,11
sti34,143
sti35,4
sti36,251
sti37,172
sti38,10
sti39,2
sti4,286
sti40,15
sti41,6
sti42,472
sti43,20
sti44,41
sti45,49
sti46,18
sti47,14
sti48,2
sti49,7
sti5,3
sti50,15
sti51,24
sti52,9
sti53,12
sti54,21
sti55,49
sti56,5
sti57,1
sti58,213
sti59,69
sti6,84
sti60,9
sti61,39
sti62,81
sti63,4
sti64,137
sti65,4
sti66,119
sti67,6
sti68,31
sti69,14
sti7,13
sti70,30
sti71,244
sti72,244
sti73,94
sti74,30
sti75,91
sti76,5
sti77,89
sti78,7
sti79,172
sti8,5
sti80,197
sti81,26
sti82,159
sti83,5
sti84,33
sti85,107
sti86,36
sti87,11
sti88,56
sti89,33
sti9,77
sti90,19
sti91,57
sti92,87
sti93,14
sti94,171
sti95,32
sti96,78
sti97,20
sti98,94
sti99,42
