,Weight
sti1,1018
sti10,12
sti11,166
sti12,23
sti13,18
sti14,36
sti15,129
sti16,40
sti17,662
sti18,34
sti19,174
sti2,268
sti20,6
sti21,13
sti22,451
sti23,13
sti24,7
sti25,40
sti26,7
sti27,4
sti28,93
sti29,146
sti3,47
sti30,322
sti31,50
sti32,114
sti33,141
sti34,18
sti35,34
sti36,131
sti37,1072
sti38,61
sti39,30
sti4,207
sti40,53
sti41,969
sti42,207
sti43,18
sti44,80
sti45,21
sti46,185
sti47,348
sti48,11
sti49,28
sti5,1116
sti50,21
sti6,14
sti7,65
sti8,9
sti9,4
