,Weight
sti1,25
sti10,160
sti100,20
sti101,17
sti102,12
sti103,50
sti104,90
sti105,5
sti106,25
sti107,2
sti108,5
sti109,14
sti11,5
sti110,64
sti111,1
sti112,5
sti113,80
sti114,4
sti115,14
sti116,89
sti117,34
sti118,71
sti119,40
sti12,76
sti120,2
sti121,31
sti122,1
sti123,8
sti124,3
sti125,235
sti126,32
sti127,7
sti128,6
sti129,1
sti13,6
sti130,75
sti131,23
sti132,29
sti133,4
sti134,35
sti135,81
sti136,23
sti137,22
sti138,32
sti139,3
sti14,2
sti140,38
sti141,6
sti142,3
sti143,5
sti144,1
sti145,8
sti146,1
sti147,3
sti148,11
sti149,12
sti15,28
sti150,11
sti151,23
sti152,8
sti153,88
sti154,7
sti155,2
sti156,5
sti157,1
sti158,3
sti159,7
sti16,26
sti160,43
sti161,6
sti162,3
sti163,59
sti164,2
sti165,46
sti166,4
sti167,9
sti168,8
sti169,9
sti17,3
sti170,1
sti171,186
sti172,5
sti173,29
sti174,13
sti175,1
sti176,1
sti177,2
sti178,37
sti179,13
sti18,45
sti180,4
sti181,57
sti182,1
sti183,14
sti184,7
sti185,5
sti186,15
sti187,2
sti188,8
sti189,47
sti19,8
sti190,22
sti191,3
sti192,16
sti193,9
sti194,28
sti195,3
sti196,4
sti197,4
sti198,6
sti199,23
sti2,78
sti20,118
sti200,3
sti201,4
sti202,45
sti203,13
sti204,3
sti205,54
sti206,22
sti207,1
sti208,2
sti209,4
sti21,1
sti210,5
sti211,10
sti212,115
sti213,3
sti214,4
sti215,68
sti216,5
sti217,45
sti218,1
sti219,12
sti22,1
sti220,28
sti221,57
sti222,6
sti223,107
sti224,46
sti225,2
sti226,67
sti227,4
sti228,18
sti229,89
sti23,16
sti230,5
sti231,3
sti232,5
sti233,94
sti234,10
sti235,70
sti236,26
sti237,5
sti238,4
sti239,1
sti24,1
sti240,19
sti241,6
sti242,3
sti243,16
sti244,38
sti245,1
sti246,7
sti247,48
sti248,3
sti249,7
sti25,98
sti250,1
sti251,48
sti252,11
sti253,7
sti254,7
sti255,4
sti256,6
sti257,44
sti258,11
sti259,2
sti26,6
sti260,12
sti261,46
sti262,39
sti263,2
sti264,4
sti265,4
sti266,2
sti267,6
sti268,2
sti269,33
sti27,1
sti270,6
sti271,4
sti272,43
sti273,1
sti274,2
sti275,11
sti276,2
sti277,1
sti278,53
sti279,27
sti28,7
sti280,4
sti281,11
sti282,11
sti283,4
sti284,71
sti285,11
sti286,2
sti287,21
sti288,5
sti289,40
sti29,111
sti290,3
sti291,26
sti292,19
sti293,2
sti294,117
sti295,47
sti296,3
sti297,26
sti298,3
sti299,38
sti3,1
sti30,75
sti300,111
sti301,32
sti302,12
sti303,13
sti304,16
sti305,1
sti306,30
sti307,1
sti308,155
sti309,119
sti31,5
sti310,10
sti311,12
sti312,2
sti313,4
sti314,54
sti315,12
sti316,34
sti317,6
sti318,2
sti319,1
sti32,1
sti320,121
sti321,10
sti322,10
sti323,16
sti324,1
sti325,2
sti326,3
sti327,2
sti328,2
sti329,23
sti33,20
sti330,2
sti331,24
sti332,1
sti333,65
sti334,3
sti335,15
sti336,71
sti337,4
sti338,2
sti339,10
sti34,17
sti340,3
sti341,53
sti342,8
sti343,1
sti344,2
sti345,34
sti346,5
sti347,2
sti348,2
sti349,75
sti35,23
sti350,2
sti36,12
sti37,99
sti38,20
sti39,24
sti4,3
sti40,66
sti41,45
sti42,81
sti43,8
sti44,3
sti45,6
sti46,23
sti47,4
sti48,2
sti49,2
sti5,42
sti50,43
sti51,3
sti52,13
sti53,76
sti54,5
sti55,3
sti56,5
sti57,6
sti58,4
sti59,46
sti6,6
sti60,89
sti61,9
sti62,2
sti63,1
sti64,1
sti65,32
sti66,19
sti67,182
sti68,2
sti69,2
sti7,94
sti70,21
sti71,11
sti72,82
sti73,9
sti74,274
sti75,6
sti76,19
sti77,51
sti78,3
sti79,38
sti8,13
sti80,112
sti81,7
sti82,36
sti83,5
sti84,82
sti85,2
sti86,9
sti87,3
sti88,13
sti89,109
sti9,21
sti90,8
sti91,15
sti92,21
sti93,22
sti94,8
sti95,8
sti96,10
sti97,3
sti98,51
sti99,4
