Period,Scenario,LoadLevel,Area,Node,Technology,GWh
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,ENS,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,EnergyDemand,-33.87033557391
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,PowerFlowOut,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_101,PowerFlowIn,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,ENS,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,EnergyDemand,-30.420579161549995
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,PowerFlowOut,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_102,PowerFlowIn,20.71007582794901
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,ENS,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,EnergyDemand,-56.45055927057
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,PowerFlowOut,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_103,PowerFlowIn,-57.25841205097486
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,ENS,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,EnergyDemand,-23.207452152360002
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,PowerFlowOut,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_104,PowerFlowIn,-12.835907798105891
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,ENS,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,EnergyDemand,-22.2666094905
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,PowerFlowOut,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_105,PowerFlowIn,2.678000649115848
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Gas,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,ENS,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,EnergyDemand,-42.651533671740005
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,PowerFlowOut,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_106,PowerFlowIn,3.125404464504893
2030,sc01,02-04 21:00:00+01:00,Area_11,N_107,Coal,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_107,Gas,15.695417105774215
2030,sc01,02-04 21:00:00+01:00,Area_11,N_107,Nuclear,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_107,Oil,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_107,Solar,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_107,Wind,0.0
2030,sc01,02-04 21:00:00+01:00,Area_11,N_107,Coal,0.0
