,Weight
sti1,25
sti10,224
sti100,22
sti101,18
sti102,12
sti103,54
sti104,125
sti105,5
sti106,26
sti107,3
sti108,5
sti109,37
sti11,5
sti110,85
sti111,1
sti112,6
sti113,91
sti114,4
sti115,14
sti116,111
sti117,35
sti118,71
sti119,39
sti12,92
sti120,2
sti121,32
sti122,1
sti123,11
sti124,3
sti125,244
sti126,34
sti127,8
sti128,6
sti129,1
sti13,6
sti130,83
sti131,28
sti132,32
sti133,4
sti134,39
sti135,79
sti136,20
sti137,27
sti138,31
sti139,3
sti14,6
sti140,38
sti141,7
sti142,3
sti143,5
sti144,1
sti145,7
sti146,1
sti147,4
sti148,11
sti149,17
sti15,22
sti150,11
sti151,25
sti152,8
sti153,102
sti154,7
sti155,2
sti156,5
sti157,1
sti158,3
sti159,7
sti16,38
sti160,81
sti161,9
sti162,4
sti163,59
sti164,3
sti165,46
sti166,4
sti167,9
sti168,8
sti169,11
sti17,3
sti170,1
sti171,183
sti172,5
sti173,28
sti174,13
sti175,3
sti176,1
sti177,2
sti178,37
sti179,13
sti18,45
sti180,5
sti181,57
sti182,1
sti183,15
sti184,7
sti185,6
sti186,16
sti187,2
sti188,8
sti189,47
sti19,9
sti190,23
sti191,5
sti192,22
sti193,13
sti194,59
sti195,3
sti196,4
sti197,4
sti198,27
sti199,25
sti2,121
sti20,126
sti200,3
sti201,6
sti202,45
sti203,12
sti204,3
sti205,53
sti206,22
sti207,1
sti208,2
sti209,4
sti21,1
sti210,5
sti211,11
sti212,199
sti213,3
sti214,8
sti215,81
sti216,6
sti217,72
sti218,1
sti219,28
sti22,1
sti220,28
sti221,84
sti222,7
sti223,121
sti224,42
sti225,2
sti226,71
sti227,4
sti228,17
sti229,94
sti23,25
sti230,5
sti231,3
sti232,5
sti233,95
sti234,10
sti235,78
sti236,28
sti237,5
sti238,5
sti239,1
sti24,1
sti240,22
sti241,6
sti242,3
sti243,16
sti244,70
sti245,1
sti246,8
sti247,43
sti248,3
sti249,8
sti25,104
sti250,1
sti251,48
sti252,18
sti253,10
sti254,9
sti255,4
sti256,6
sti257,40
sti258,11
sti259,3
sti26,6
sti260,12
sti261,54
sti262,38
sti263,2
sti264,4
sti265,4
sti266,2
sti267,6
sti268,2
sti269,37
sti27,1
sti270,6
sti271,6
sti272,44
sti273,1
sti274,2
sti275,11
sti276,4
sti277,1
sti278,54
sti279,27
sti28,7
sti280,4
sti281,13
sti282,11
sti283,4
sti284,72
sti285,13
sti286,3
sti287,22
sti288,15
sti289,40
sti29,151
sti290,3
sti291,27
sti292,20
sti293,2
sti294,117
sti295,50
sti296,3
sti297,26
sti298,3
sti299,38
sti3,1
sti30,74
sti300,106
sti31,6
sti32,1
sti33,20
sti34,17
sti35,23
sti36,13
sti37,99
sti38,20
sti39,30
sti4,3
sti40,127
sti41,44
sti42,83
sti43,19
sti44,3
sti45,7
sti46,24
sti47,4
sti48,2
sti49,2
sti5,41
sti50,52
sti51,3
sti52,13
sti53,85
sti54,6
sti55,3
sti56,13
sti57,11
sti58,4
sti59,45
sti6,6
sti60,98
sti61,15
sti62,2
sti63,1
sti64,1
sti65,35
sti66,19
sti67,182
sti68,2
sti69,3
sti7,94
sti70,26
sti71,11
sti72,95
sti73,12
sti74,277
sti75,6
sti76,18
sti77,51
sti78,5
sti79,39
sti8,13
sti80,113
sti81,7
sti82,36
sti83,6
sti84,154
sti85,4
sti86,10
sti87,3
sti88,13
sti89,121
sti9,19
sti90,9
sti91,15
sti92,22
sti93,96
sti94,8
sti95,9
sti96,10
sti97,3
sti98,51
sti99,4
