,Weight
sti1,78
sti10,18
sti100,109
sti101,20
sti102,11
sti103,74
sti104,5
sti105,3
sti106,267
sti107,7
sti108,9
sti109,4
sti11,198
sti110,12
sti111,70
sti112,45
sti113,11
sti114,9
sti115,9
sti116,25
sti117,12
sti118,159
sti119,107
sti12,113
sti120,28
sti121,14
sti122,90
sti123,5
sti124,24
sti125,5
sti126,167
sti127,12
sti128,43
sti129,16
sti13,46
sti130,28
sti131,40
sti132,10
sti133,8
sti134,75
sti135,1
sti136,156
sti137,28
sti138,38
sti139,5
sti14,114
sti140,11
sti15,5
sti16,33
sti17,251
sti18,6
sti19,690
sti2,166
sti20,8
sti21,145
sti22,7
sti23,113
sti24,11
sti25,32
sti26,151
sti27,2
sti28,6
sti29,195
sti3,3
sti30,75
sti31,41
sti32,8
sti33,14
sti34,147
sti35,4
sti36,181
sti37,171
sti38,10
sti39,2
sti4,293
sti40,17
sti41,7
sti42,475
sti43,11
sti44,40
sti45,47
sti46,9
sti47,12
sti48,2
sti49,7
sti5,3
sti50,13
sti51,16
sti52,8
sti53,9
sti54,14
sti55,48
sti56,5
sti57,1
sti58,165
sti59,58
sti6,51
sti60,9
sti61,35
sti62,80
sti63,4
sti64,78
sti65,4
sti66,110
sti67,7
sti68,32
sti69,14
sti7,13
sti70,14
sti71,245
sti72,249
sti73,81
sti74,30
sti75,87
sti76,5
sti77,91
sti78,7
sti79,169
sti8,3
sti80,197
sti81,15
sti82,139
sti83,5
sti84,33
sti85,107
sti86,30
sti87,11
sti88,52
sti89,32
sti9,53
sti90,17
sti91,46
sti92,70
sti93,13
sti94,171
sti95,32
sti96,71
sti97,20
sti98,93
sti99,35
