,Weight
sti1,184
sti10,23
sti100,25
sti101,43
sti102,145
sti103,28
sti104,20
sti105,30
sti106,30
sti107,145
sti108,16
sti109,37
sti11,90
sti110,172
sti111,26
sti112,28
sti113,24
sti114,30
sti115,23
sti116,157
sti117,144
sti118,30
sti119,13
sti12,24
sti120,22
sti121,24
sti122,24
sti123,18
sti124,42
sti125,32
sti126,20
sti127,32
sti128,13
sti129,21
sti13,138
sti130,22
sti131,38
sti132,24
sti133,24
sti134,27
sti135,26
sti136,29
sti137,34
sti138,26
sti139,160
sti14,18
sti140,20
sti141,21
sti142,21
sti143,25
sti144,18
sti145,28
sti146,21
sti147,133
sti148,91
sti149,4
sti15,27
sti150,33
sti151,19
sti152,34
sti153,39
sti154,118
sti155,22
sti156,37
sti157,14
sti158,12
sti159,20
sti16,86
sti160,35
sti161,23
sti162,25
sti163,35
sti164,16
sti165,30
sti166,18
sti167,32
sti168,103
sti169,21
sti17,188
sti170,40
sti171,31
sti172,22
sti173,23
sti174,27
sti175,27
sti176,21
sti177,17
sti178,119
sti179,13
sti18,19
sti180,8
sti181,24
sti182,110
sti183,19
sti184,27
sti185,30
sti186,138
sti187,23
sti188,15
sti189,36
sti19,10
sti190,14
sti191,30
sti192,34
sti193,27
sti194,26
sti195,16
sti196,28
sti197,15
sti198,23
sti199,19
sti2,118
sti20,37
sti200,20
sti21,13
sti22,184
sti23,33
sti24,16
sti25,24
sti26,35
sti27,34
sti28,9
sti29,18
sti3,21
sti30,24
sti31,34
sti32,20
sti33,132
sti34,143
sti35,13
sti36,26
sti37,21
sti38,134
sti39,27
sti4,23
sti40,29
sti41,18
sti42,156
sti43,30
sti44,26
sti45,17
sti46,19
sti47,25
sti48,19
sti49,24
sti5,149
sti50,115
sti51,25
sti52,173
sti53,40
sti54,23
sti55,37
sti56,33
sti57,172
sti58,33
sti59,35
sti6,12
sti60,10
sti61,22
sti62,88
sti63,35
sti64,36
sti65,28
sti66,152
sti67,32
sti68,19
sti69,32
sti7,17
sti70,18
sti71,18
sti72,34
sti73,44
sti74,20
sti75,33
sti76,23
sti77,28
sti78,20
sti79,135
sti8,36
sti80,165
sti81,33
sti82,26
sti83,21
sti84,28
sti85,30
sti86,17
sti87,24
sti88,41
sti89,24
sti9,10
sti90,26
sti91,28
sti92,161
sti93,28
sti94,20
sti95,27
sti96,14
sti97,31
sti98,13
sti99,19
