,Weight
sti1,85
sti10,235
sti100,20
sti101,20
sti102,21
sti103,68
sti104,165
sti105,5
sti106,30
sti107,5
sti108,11
sti109,96
sti11,8
sti110,130
sti111,5
sti112,11
sti113,267
sti114,4
sti115,26
sti116,181
sti117,44
sti118,69
sti119,47
sti12,80
sti120,5
sti121,39
sti122,1
sti123,20
sti124,3
sti125,247
sti126,55
sti127,9
sti128,7
sti129,1
sti13,10
sti130,91
sti131,60
sti132,30
sti133,4
sti134,78
sti135,102
sti136,27
sti137,39
sti138,37
sti139,3
sti14,6
sti140,48
sti141,11
sti142,5
sti143,9
sti144,1
sti145,8
sti146,1
sti147,5
sti148,20
sti149,23
sti15,93
sti150,14
sti151,33
sti152,13
sti153,127
sti154,13
sti155,11
sti156,5
sti157,8
sti158,3
sti159,15
sti16,56
sti160,149
sti161,15
sti162,5
sti163,71
sti164,4
sti165,93
sti166,12
sti167,16
sti168,24
sti169,20
sti17,4
sti170,9
sti171,226
sti172,8
sti173,61
sti174,14
sti175,4
sti176,3
sti177,6
sti178,69
sti179,24
sti18,76
sti180,4
sti19,12
sti2,145
sti20,220
sti21,3
sti22,4
sti23,42
sti24,2
sti25,163
sti26,7
sti27,2
sti28,10
sti29,201
sti3,1
sti30,147
sti31,8
sti32,1
sti33,20
sti34,27
sti35,34
sti36,24
sti37,110
sti38,31
sti39,40
sti4,6
sti40,139
sti41,65
sti42,141
sti43,23
sti44,3
sti45,7
sti46,65
sti47,8
sti48,4
sti49,2
sti5,87
sti50,65
sti51,4
sti52,64
sti53,170
sti54,11
sti55,11
sti56,17
sti57,16
sti58,6
sti59,73
sti6,8
sti60,126
sti61,22
sti62,6
sti63,1
sti64,1
sti65,40
sti66,32
sti67,277
sti68,3
sti69,4
sti7,143
sti70,39
sti71,16
sti72,129
sti73,20
sti74,320
sti75,15
sti76,103
sti77,95
sti78,5
sti79,58
sti8,44
sti80,155
sti81,11
sti82,64
sti83,6
sti84,211
sti85,4
sti86,10
sti87,3
sti88,17
sti89,217
sti9,37
sti90,14
sti91,25
sti92,24
sti93,98
sti94,10
sti95,11
sti96,21
sti97,11
sti98,72
sti99,21
