,Weight
sti1,336
sti10,121
sti11,99
sti12,280
sti13,85
sti14,64
sti15,384
sti16,366
sti17,297
sti18,118
sti19,83
sti2,343
sti20,91
sti21,39
sti22,55
sti23,137
sti24,116
sti25,91
sti26,80
sti27,378
sti28,71
sti29,134
sti3,68
sti30,91
sti31,107
sti32,320
sti33,44
sti34,302
sti35,95
sti36,395
sti37,331
sti38,88
sti39,138
sti4,96
sti40,81
sti41,244
sti42,78
sti43,82
sti44,35
sti45,69
sti46,318
sti47,95
sti48,80
sti49,67
sti5,102
sti50,69
sti51,78
sti52,77
sti53,37
sti54,59
sti55,69
sti56,124
sti57,56
sti58,105
sti59,89
sti6,321
sti60,316
sti7,112
sti8,60
sti9,70
