,Weight
sti1,301
sti10,1
sti11,655
sti12,1
sti13,4
sti14,5
sti15,2
sti16,2
sti17,7
sti18,12
sti19,404
sti2,6
sti20,373
sti21,3
sti22,6
sti23,414
sti24,1
sti25,7
sti26,285
sti27,6
sti28,10
sti29,389
sti3,322
sti30,1
sti31,14
sti32,1
sti33,1
sti34,315
sti35,484
sti36,1
sti37,2
sti38,361
sti39,15
sti4,11
sti40,10
sti41,4
sti42,1
sti43,3
sti44,7
sti45,8
sti46,3
sti47,346
sti48,3
sti49,1
sti5,8
sti50,5
sti51,487
sti52,362
sti53,5
sti54,3
sti55,1
sti56,326
sti57,2
sti58,343
sti59,1
sti6,436
sti60,467
sti61,198
sti62,300
sti63,2
sti64,5
sti65,13
sti66,126
sti67,2
sti68,485
sti69,9
sti7,1
sti70,1
sti8,335
sti9,5
