,Weight
sti1,544
sti10,8
sti100,1
sti11,2
sti12,514
sti13,3
sti14,2
sti15,1
sti16,6
sti17,347
sti18,1
sti19,3
sti2,1
sti20,4
sti21,1
sti22,16
sti23,7
sti24,5
sti25,5
sti26,450
sti27,2
sti28,1
sti29,6
sti3,126
sti30,2
sti31,5
sti32,673
sti33,6
sti34,1
sti35,1
sti36,732
sti37,1
sti38,1
sti39,2
sti4,1
sti40,8
sti41,3
sti42,5
sti43,652
sti44,598
sti45,4
sti46,519
sti47,2
sti48,2
sti49,3
sti5,5
sti50,2
sti51,1
sti52,2
sti53,7
sti54,3
sti55,8
sti56,3
sti57,3
sti58,2
sti59,532
sti6,1
sti60,1
sti61,5
sti62,2
sti63,7
sti64,1
sti65,1
sti66,5
sti67,4
sti68,1
sti69,1
sti7,2
sti70,1
sti71,2
sti72,1
sti73,9
sti74,2
sti75,2
sti76,9
sti77,2
sti78,1
sti79,799
sti8,1
sti80,2
sti81,1
sti82,2
sti83,1
sti84,4
sti85,3
sti86,1
sti87,2
sti88,4
sti89,2
sti9,1
sti90,299
sti91,543
sti92,3
sti93,633
sti94,512
sti95,11
sti96,2
sti97,1
sti98,2
sti99,2
