,Weight
sti1,136
sti10,4
sti100,1
sti101,130
sti102,17
sti103,9
sti104,15
sti105,9
sti106,136
sti107,137
sti108,13
sti109,11
sti11,10
sti110,22
sti111,15
sti112,19
sti113,9
sti114,101
sti115,7
sti116,6
sti117,14
sti118,20
sti119,60
sti12,101
sti120,12
sti121,17
sti122,42
sti123,179
sti124,19
sti125,8
sti126,82
sti127,22
sti128,8
sti129,2
sti13,77
sti130,86
sti131,12
sti132,12
sti133,11
sti134,12
sti135,45
sti136,8
sti137,13
sti138,8
sti139,9
sti14,17
sti140,149
sti141,14
sti142,10
sti143,68
sti144,15
sti145,13
sti146,7
sti147,91
sti148,20
sti149,5
sti15,5
sti150,12
sti151,6
sti152,13
sti153,12
sti154,14
sti155,14
sti156,16
sti157,12
sti158,132
sti159,9
sti16,14
sti160,8
sti161,12
sti162,91
sti163,115
sti164,12
sti165,16
sti166,17
sti167,14
sti168,55
sti169,10
sti17,12
sti170,16
sti171,9
sti172,1
sti173,7
sti174,54
sti175,19
sti176,114
sti177,7
sti178,65
sti179,6
sti18,116
sti180,69
sti181,5
sti182,24
sti183,49
sti184,5
sti185,19
sti186,12
sti187,9
sti188,109
sti189,45
sti19,10
sti190,58
sti191,10
sti192,22
sti193,94
sti194,5
sti195,96
sti196,16
sti197,7
sti198,7
sti199,22
sti2,92
sti20,7
sti200,15
sti201,6
sti202,96
sti203,5
sti204,2
sti205,13
sti206,15
sti207,6
sti208,16
sti209,13
sti21,15
sti210,119
sti211,12
sti212,9
sti213,15
sti214,95
sti215,14
sti216,45
sti217,116
sti218,9
sti219,12
sti22,18
sti220,2
sti221,4
sti222,86
sti223,13
sti224,101
sti225,75
sti226,10
sti227,10
sti228,9
sti229,63
sti23,18
sti230,11
sti231,12
sti232,4
sti233,54
sti234,10
sti235,9
sti236,15
sti237,107
sti238,73
sti239,2
sti24,10
sti240,46
sti241,11
sti242,48
sti243,94
sti244,14
sti245,76
sti246,10
sti247,3
sti248,84
sti249,15
sti25,89
sti250,6
sti26,163
sti27,63
sti28,18
sti29,7
sti3,5
sti30,8
sti31,13
sti32,16
sti33,93
sti34,13
sti35,14
sti36,21
sti37,5
sti38,25
sti39,15
sti4,9
sti40,66
sti41,124
sti42,12
sti43,9
sti44,14
sti45,13
sti46,145
sti47,19
sti48,17
sti49,16
sti5,15
sti50,7
sti51,20
sti52,23
sti53,11
sti54,18
sti55,13
sti56,122
sti57,135
sti58,75
sti59,110
sti6,74
sti60,97
sti61,7
sti62,11
sti63,13
sti64,7
sti65,6
sti66,11
sti67,3
sti68,17
sti69,78
sti7,124
sti70,10
sti71,15
sti72,12
sti73,14
sti74,7
sti75,136
sti76,16
sti77,10
sti78,64
sti79,16
sti8,13
sti80,8
sti81,14
sti82,2
sti83,132
sti84,16
sti85,9
sti86,26
sti87,98
sti88,136
sti89,18
sti9,3
sti90,27
sti91,13
sti92,12
sti93,11
sti94,8
sti95,13
sti96,19
sti97,15
sti98,131
sti99,10
