,Weight
sti1,110
sti10,24
sti11,310
sti12,153
sti13,127
sti14,170
sti15,15
sti16,44
sti17,328
sti18,6
sti19,762
sti2,228
sti20,26
sti21,138
sti22,7
sti23,156
sti24,20
sti25,58
sti26,293
sti27,2
sti28,10
sti29,243
sti3,5
sti30,114
sti31,95
sti32,12
sti33,11
sti34,209
sti35,4
sti36,315
sti37,255
sti38,25
sti39,2
sti4,378
sti40,28
sti41,19
sti42,612
sti43,21
sti44,65
sti45,74
sti46,18
sti47,21
sti48,2
sti49,7
sti5,3
sti50,35
sti51,49
sti52,18
sti53,15
sti54,40
sti55,77
sti56,6
sti57,1
sti58,235
sti59,101
sti6,105
sti60,9
sti61,57
sti62,90
sti63,8
sti64,179
sti65,8
sti66,110
sti67,17
sti68,38
sti69,14
sti7,26
sti70,35
sti71,383
sti72,361
sti73,241
sti74,35
sti75,118
sti76,5
sti77,105
sti78,16
sti79,283
sti8,30
sti80,296
sti9,65
