Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,-4.924061158817494e-12
2030,sc01,01-01 01:00:00+01:00,-5.4569682106375694e-12
2030,sc01,01-01 02:00:00+01:00,-2.4940050025179517e-12
2030,sc01,01-01 03:00:00+01:00,-2.1245227799226996e-12
2030,sc01,01-01 04:00:00+01:00,-3.161915174132446e-12
2030,sc01,01-01 05:00:00+01:00,-7.034373084024992e-13
2030,sc01,01-01 06:00:00+01:00,3.694822225952521e-13
2030,sc01,01-01 07:00:00+01:00,-2.2168933355715126e-12
2030,sc01,01-01 08:00:00+01:00,6.110667527536862e-13
2030,sc01,01-01 09:00:00+01:00,-6.110667527536862e-13
2030,sc01,01-01 10:00:00+01:00,9.094947017729282e-13
2030,sc01,01-01 11:00:00+01:00,-5.8051341511600185e-12
2030,sc01,01-01 12:00:00+01:00,-7.247535904753022e-13
2030,sc01,01-01 13:00:00+01:00,-4.646949491871055e-12
2030,sc01,01-01 14:00:00+01:00,6.039613253960852e-13
2030,sc01,01-01 15:00:00+01:00,-2.2524204723595176e-12
2030,sc01,01-01 16:00:00+01:00,-2.1884716261411086e-12
2030,sc01,01-01 17:00:00+01:00,-3.780087354243733e-12
2030,sc01,01-01 18:00:00+01:00,356.97102266946945
2030,sc01,01-01 19:00:00+01:00,737.6975338134434
2030,sc01,01-01 20:00:00+01:00,757.3441516411899
2030,sc01,01-01 21:00:00+01:00,680.2567641858031
2030,sc01,01-01 22:00:00+01:00,520.9578928406539
2030,sc01,01-01 23:00:00+01:00,226.6048883008827
2030,sc01,01-02 00:00:00+01:00,-9.734435479913373e-13
2030,sc01,01-02 01:00:00+01:00,-2.6787461138155777e-12
2030,sc01,01-02 02:00:00+01:00,-1.2931877790833823e-12
2030,sc01,01-02 03:00:00+01:00,-1.0800249583553523e-12
2030,sc01,01-02 04:00:00+01:00,-4.263256414560601e-14
2030,sc01,01-02 05:00:00+01:00,-1.5489831639570184e-12
2030,sc01,01-02 06:00:00+01:00,-3.090860900556436e-12
2030,sc01,01-02 07:00:00+01:00,504.0763707587466
2030,sc01,01-02 08:00:00+01:00,1365.6455462455988
2030,sc01,01-02 09:00:00+01:00,434.1720634252313
2030,sc01,01-02 10:00:00+01:00,293.4910508145786
2030,sc01,01-02 11:00:00+01:00,331.51891375334884
2030,sc01,01-02 12:00:00+01:00,349.6873430016294
2030,sc01,01-02 13:00:00+01:00,341.4661018689152
2030,sc01,01-02 14:00:00+01:00,332.3695231660846
2030,sc01,01-02 15:00:00+01:00,370.8836900612149
2030,sc01,01-02 16:00:00+01:00,487.90843012705216
2030,sc01,01-02 17:00:00+01:00,1965.952020259326
2030,sc01,01-02 18:00:00+01:00,5253.707479020531
2030,sc01,01-02 19:00:00+01:00,5508.549959457161
2030,sc01,01-02 20:00:00+01:00,5060.276821755391
2030,sc01,01-02 21:00:00+01:00,4321.488688528633
2030,sc01,01-02 22:00:00+01:00,3461.7219809770336
2030,sc01,01-02 23:00:00+01:00,2355.5453150559915
2030,sc01,01-03 00:00:00+01:00,1571.8062782872862
2030,sc01,01-03 01:00:00+01:00,982.6676595354279
2030,sc01,01-03 02:00:00+01:00,662.6961928676991
2030,sc01,01-03 03:00:00+01:00,355.22289203471973
2030,sc01,01-03 04:00:00+01:00,335.4774083089467
2030,sc01,01-03 05:00:00+01:00,588.5394697656333
2030,sc01,01-03 06:00:00+01:00,1678.907042445801
2030,sc01,01-03 07:00:00+01:00,3583.6160184085875
2030,sc01,01-03 08:00:00+01:00,5012.438040535402
2030,sc01,01-03 09:00:00+01:00,4244.211087822703
2030,sc01,01-03 10:00:00+01:00,1446.75598792979
2030,sc01,01-03 11:00:00+01:00,934.6240677360528
2030,sc01,01-03 12:00:00+01:00,880.0172731277486
2030,sc01,01-03 13:00:00+01:00,234.77322300499105
2030,sc01,01-03 14:00:00+01:00,227.49736864367782
2030,sc01,01-03 15:00:00+01:00,257.9589211256849
2030,sc01,01-03 16:00:00+01:00,577.9263903792948
2030,sc01,01-03 17:00:00+01:00,4641.97010705866
2030,sc01,01-03 18:00:00+01:00,6738.325584408087
2030,sc01,01-03 19:00:00+01:00,6667.567881135261
2030,sc01,01-03 20:00:00+01:00,5845.9990406889365
2030,sc01,01-03 21:00:00+01:00,4579.122988268237
2030,sc01,01-03 22:00:00+01:00,3488.839923042822
2030,sc01,01-03 23:00:00+01:00,2277.545484338913
2030,sc01,01-04 00:00:00+01:00,1563.7633901998686
2030,sc01,01-04 01:00:00+01:00,988.561679784928
2030,sc01,01-04 02:00:00+01:00,569.6359850481886
2030,sc01,01-04 03:00:00+01:00,337.1709605111603
2030,sc01,01-04 04:00:00+01:00,243.5906957984054
2030,sc01,01-04 05:00:00+01:00,456.2932470002918
2030,sc01,01-04 06:00:00+01:00,1307.480325457043
2030,sc01,01-04 07:00:00+01:00,2997.6430178031837
2030,sc01,01-04 08:00:00+01:00,4374.485619477102
2030,sc01,01-04 09:00:00+01:00,3768.6895389826013
2030,sc01,01-04 10:00:00+01:00,323.0388059447091
2030,sc01,01-04 11:00:00+01:00,301.1774319289401
2030,sc01,01-04 12:00:00+01:00,332.7978949255272
2030,sc01,01-04 13:00:00+01:00,343.2886903463512
2030,sc01,01-04 14:00:00+01:00,280.6582487515948
2030,sc01,01-04 15:00:00+01:00,321.80700373356
2030,sc01,01-04 16:00:00+01:00,506.89085730788287
2030,sc01,01-04 17:00:00+01:00,1824.8021176180448
2030,sc01,01-04 18:00:00+01:00,4661.3639149085575
2030,sc01,01-04 19:00:00+01:00,5977.20810912141
2030,sc01,01-04 20:00:00+01:00,5041.589888684242
2030,sc01,01-04 21:00:00+01:00,3855.862986229004
2030,sc01,01-04 22:00:00+01:00,2745.2419895679323
2030,sc01,01-04 23:00:00+01:00,1954.2504004858588
2030,sc01,01-05 00:00:00+01:00,1268.5859735914987
2030,sc01,01-05 01:00:00+01:00,719.0691031971378
2030,sc01,01-05 02:00:00+01:00,310.32387485624236
2030,sc01,01-05 03:00:00+01:00,32.21238230216761
2030,sc01,01-05 04:00:00+01:00,-1.3315570868144277e-11
2030,sc01,01-05 05:00:00+01:00,1.3393730569077889e-11
2030,sc01,01-05 06:00:00+01:00,176.50282290949517
2030,sc01,01-05 07:00:00+01:00,745.7271442391037
2030,sc01,01-05 08:00:00+01:00,1340.2946871993136
2030,sc01,01-05 09:00:00+01:00,491.0958996843426
2030,sc01,01-05 10:00:00+01:00,250.75997733826992
2030,sc01,01-05 11:00:00+01:00,298.0270253248084
2030,sc01,01-05 12:00:00+01:00,292.4550630462602
2030,sc01,01-05 13:00:00+01:00,247.87401824798505
2030,sc01,01-05 14:00:00+01:00,206.49783408289187
2030,sc01,01-05 15:00:00+01:00,260.87147998865316
2030,sc01,01-05 16:00:00+01:00,387.5503142948415
2030,sc01,01-05 17:00:00+01:00,2239.5125957184173
2030,sc01,01-05 18:00:00+01:00,5470.2921555485445
2030,sc01,01-05 19:00:00+01:00,5652.155428035011
2030,sc01,01-05 20:00:00+01:00,3837.7699964506783
2030,sc01,01-05 21:00:00+01:00,3008.0507346137124
2030,sc01,01-05 22:00:00+01:00,2409.0965142966024
2030,sc01,01-05 23:00:00+01:00,1964.12254343578
2030,sc01,01-06 00:00:00+01:00,1404.507392731715
2030,sc01,01-06 01:00:00+01:00,898.2322141000764
2030,sc01,01-06 02:00:00+01:00,564.7228250649865
2030,sc01,01-06 03:00:00+01:00,268.666306955873
2030,sc01,01-06 04:00:00+01:00,101.75655244119078
2030,sc01,01-06 05:00:00+01:00,30.464763942996548
2030,sc01,01-06 06:00:00+01:00,230.45794075180757
2030,sc01,01-06 07:00:00+01:00,523.4359273915203
2030,sc01,01-06 08:00:00+01:00,1014.1396992805337
2030,sc01,01-06 09:00:00+01:00,247.22375343872108
2030,sc01,01-06 10:00:00+01:00,91.20940279003274
2030,sc01,01-06 11:00:00+01:00,-3.979039320256561e-13
2030,sc01,01-06 12:00:00+01:00,2.1316282072803006e-13
2030,sc01,01-06 13:00:00+01:00,94.34476090451197
2030,sc01,01-06 14:00:00+01:00,63.299356544156026
2030,sc01,01-06 15:00:00+01:00,119.04291191695202
2030,sc01,01-06 16:00:00+01:00,304.10918244978836
2030,sc01,01-06 17:00:00+01:00,1852.8271902989227
2030,sc01,01-06 18:00:00+01:00,5139.830235549049
2030,sc01,01-06 19:00:00+01:00,5441.182877927909
2030,sc01,01-06 20:00:00+01:00,5062.315380826224
2030,sc01,01-06 21:00:00+01:00,4228.050269262
2030,sc01,01-06 22:00:00+01:00,3279.3002015660004
2030,sc01,01-06 23:00:00+01:00,2017.169591566702
2030,sc01,01-07 00:00:00+01:00,1177.3373320396115
2030,sc01,01-07 01:00:00+01:00,660.562350979394
2030,sc01,01-07 02:00:00+01:00,445.46360944621904
2030,sc01,01-07 03:00:00+01:00,231.89600492847202
2030,sc01,01-07 04:00:00+01:00,299.82363481164856
2030,sc01,01-07 05:00:00+01:00,868.7692175122597
2030,sc01,01-07 06:00:00+01:00,3975.202328685625
2030,sc01,01-07 07:00:00+01:00,6516.933848946383
2030,sc01,01-07 08:00:00+01:00,7907.244545877998
2030,sc01,01-07 09:00:00+01:00,6605.602488062822
2030,sc01,01-07 10:00:00+01:00,3883.7975403090372
2030,sc01,01-07 11:00:00+01:00,3108.5707364301134
2030,sc01,01-07 12:00:00+01:00,2282.338416457659
2030,sc01,01-07 13:00:00+01:00,2197.51021914551
2030,sc01,01-07 14:00:00+01:00,1899.3727305497641
2030,sc01,01-07 15:00:00+01:00,1749.3425022419556
2030,sc01,01-07 16:00:00+01:00,2290.9860914036663
2030,sc01,01-07 17:00:00+01:00,2534.163616084074
2030,sc01,01-07 18:00:00+01:00,6386.609991537031
2030,sc01,01-07 19:00:00+01:00,6288.87137551837
2030,sc01,01-07 20:00:00+01:00,5174.447411854695
2030,sc01,01-07 21:00:00+01:00,3823.458672247648
2030,sc01,01-07 22:00:00+01:00,2751.492052492008
2030,sc01,01-07 23:00:00+01:00,1694.0156836325832
2030,sc01,01-08 00:00:00+01:00,989.6178702225259
2030,sc01,01-08 01:00:00+01:00,479.70595625323165
2030,sc01,01-08 02:00:00+01:00,124.1159302204287
2030,sc01,01-08 03:00:00+01:00,-1.0871303857129533e-12
2030,sc01,01-08 04:00:00+01:00,9.947598300641403e-14
2030,sc01,01-08 05:00:00+01:00,121.66438609994304
2030,sc01,01-08 06:00:00+01:00,1307.7904941868765
2030,sc01,01-08 07:00:00+01:00,3062.2218222364286
2030,sc01,01-08 08:00:00+01:00,4610.611643835984
2030,sc01,01-08 09:00:00+01:00,2303.134448357309
2030,sc01,01-08 10:00:00+01:00,608.1734788810178
2030,sc01,01-08 11:00:00+01:00,599.0786225413127
2030,sc01,01-08 12:00:00+01:00,562.8132306347965
2030,sc01,01-08 13:00:00+01:00,498.29205048348376
2030,sc01,01-08 14:00:00+01:00,734.9723732803046
2030,sc01,01-08 15:00:00+01:00,755.7529087117923
2030,sc01,01-08 16:00:00+01:00,873.1473558922652
2030,sc01,01-08 17:00:00+01:00,2123.9825336602903
2030,sc01,01-08 18:00:00+01:00,5222.377585910037
2030,sc01,01-08 19:00:00+01:00,4513.031085087715
