,Weight
sti1,612
sti10,4
sti100,79
sti101,71
sti102,14
sti103,3
sti104,2
sti105,52
sti106,6
sti107,38
sti108,36
sti109,5
sti11,2
sti110,15
sti111,2
sti112,7
sti113,22
sti114,64
sti115,13
sti116,56
sti117,7
sti118,27
sti119,2
sti12,1
sti120,11
sti121,1
sti122,20
sti123,14
sti124,4
sti125,54
sti126,22
sti127,7
sti128,1
sti129,2
sti13,28
sti130,603
sti131,23
sti132,4
sti133,4
sti134,23
sti135,2
sti136,28
sti137,8
sti138,1
sti139,6
sti14,4
sti140,2
sti141,5
sti142,28
sti143,22
sti144,8
sti145,54
sti146,5
sti147,12
sti148,6
sti149,3
sti15,4
sti150,5
sti151,7
sti152,3
sti153,10
sti154,12
sti155,5
sti156,12
sti157,6
sti158,5
sti159,1
sti16,7
sti160,70
sti161,7
sti162,3
sti163,4
sti164,15
sti165,2
sti166,11
sti167,1
sti168,15
sti169,4
sti17,2
sti170,1
sti171,10
sti172,6
sti173,7
sti174,45
sti175,27
sti176,3
sti177,44
sti178,28
sti179,2
sti18,1
sti180,2
sti181,8
sti182,31
sti183,424
sti184,65
sti185,7
sti186,14
sti187,7
sti188,23
sti189,4
sti19,20
sti190,40
sti191,2
sti192,25
sti193,2
sti194,8
sti195,18
sti196,1
sti197,7
sti198,531
sti199,9
sti2,106
sti20,17
sti200,1
sti201,4
sti202,20
sti203,1
sti204,7
sti205,29
sti206,17
sti207,1
sti208,6
sti209,7
sti21,85
sti210,13
sti211,4
sti212,1
sti213,2
sti214,2
sti215,34
sti216,1
sti217,72
sti218,17
sti219,7
sti22,1
sti220,10
sti221,18
sti222,2
sti223,29
sti224,9
sti225,9
sti226,7
sti227,1
sti228,1
sti229,1
sti23,33
sti230,5
sti231,2
sti232,93
sti233,22
sti234,7
sti235,30
sti236,52
sti237,1
sti238,1
sti239,4
sti24,8
sti240,4
sti241,1
sti242,1
sti243,7
sti244,8
sti245,13
sti246,70
sti247,67
sti248,4
sti249,16
sti25,3
sti250,31
sti251,66
sti252,1
sti253,20
sti254,1
sti255,2
sti256,3
sti257,1
sti258,22
sti259,4
sti26,1
sti260,8
sti261,84
sti262,1
sti263,31
sti264,2
sti265,1
sti266,1
sti267,1
sti268,96
sti269,8
sti27,6
sti270,2
sti271,1
sti272,10
sti273,33
sti274,3
sti275,3
sti276,16
sti277,1
sti278,95
sti279,15
sti28,42
sti280,1
sti281,10
sti282,11
sti283,15
sti284,13
sti285,1
sti286,1
sti287,4
sti288,7
sti289,27
sti29,57
sti290,7
sti291,10
sti292,27
sti293,36
sti294,3
sti295,7
sti296,2
sti297,3
sti298,5
sti299,5
sti3,14
sti30,19
sti300,15
sti31,1
sti32,8
sti33,603
sti34,2
sti35,3
sti36,1
sti37,35
sti38,2
sti39,3
sti4,2
sti40,31
sti41,7
sti42,6
sti43,20
sti44,118
sti45,19
sti46,4
sti47,4
sti48,17
sti49,8
sti5,1
sti50,3
sti51,9
sti52,60
sti53,96
sti54,20
sti55,33
sti56,389
sti57,90
sti58,566
sti59,28
sti6,99
sti60,24
sti61,8
sti62,3
sti63,83
sti64,2
sti65,1
sti66,20
sti67,1
sti68,37
sti69,9
sti7,23
sti70,3
sti71,7
sti72,1
sti73,12
sti74,1
sti75,4
sti76,93
sti77,30
sti78,8
sti79,5
sti8,14
sti80,1
sti81,11
sti82,32
sti83,15
sti84,15
sti85,2
sti86,6
sti87,72
sti88,17
sti89,15
sti9,25
sti90,3
sti91,17
sti92,4
sti93,6
sti94,17
sti95,36
sti96,1
sti97,4
sti98,9
sti99,57
