Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,86.14872450620935
2030,sc01,01-01 01:00:00+01:00,4.583000645652646e-12
2030,sc01,01-01 02:00:00+01:00,3.268496584496461e-13
2030,sc01,01-01 03:00:00+01:00,-1.7834622667578515e-12
2030,sc01,01-01 04:00:00+01:00,-1.7763568394002505e-14
2030,sc01,01-01 05:00:00+01:00,-1.4956924587750109e-12
2030,sc01,01-01 06:00:00+01:00,-2.311040248059726e-12
2030,sc01,01-01 07:00:00+01:00,-3.0544455853487307e-12
2030,sc01,01-01 08:00:00+01:00,-2.439826118916244e-12
2030,sc01,01-01 09:00:00+01:00,1.8189894035458565e-12
2030,sc01,01-01 10:00:00+01:00,-4.122924224247981e-12
2030,sc01,01-01 11:00:00+01:00,-3.3999469906120794e-12
2030,sc01,01-01 12:00:00+01:00,1.7053025658242404e-12
2030,sc01,01-01 13:00:00+01:00,-1.5170087408478139e-12
2030,sc01,01-01 14:00:00+01:00,-4.842348744205083e-12
2030,sc01,01-01 15:00:00+01:00,-4.433786671143025e-12
2030,sc01,01-01 16:00:00+01:00,2.8350655156827997e-12
2030,sc01,01-01 17:00:00+01:00,3.069544618483633e-12
2030,sc01,01-01 18:00:00+01:00,648.6509831717485
2030,sc01,01-01 19:00:00+01:00,1036.775330039342
2030,sc01,01-01 20:00:00+01:00,1032.520137719989
2030,sc01,01-01 21:00:00+01:00,914.8211076573796
2030,sc01,01-01 22:00:00+01:00,734.499878594618
2030,sc01,01-01 23:00:00+01:00,365.1212060371151
2030,sc01,01-02 00:00:00+01:00,2.0961010704922955e-13
2030,sc01,01-02 01:00:00+01:00,-9.876544027065393e-13
2030,sc01,01-02 02:00:00+01:00,4.405364961712621e-13
2030,sc01,01-02 03:00:00+01:00,8.117950756059145e-13
2030,sc01,01-02 04:00:00+01:00,-2.7142732506035827e-12
2030,sc01,01-02 05:00:00+01:00,-1.1741718708435656e-12
2030,sc01,01-02 06:00:00+01:00,1.2541079286165768e-12
2030,sc01,01-02 07:00:00+01:00,782.8009606801547
2030,sc01,01-02 08:00:00+01:00,1578.6600107311986
2030,sc01,01-02 09:00:00+01:00,577.9128690613873
2030,sc01,01-02 10:00:00+01:00,315.8097258384706
2030,sc01,01-02 11:00:00+01:00,353.930078098462
2030,sc01,01-02 12:00:00+01:00,371.8907009793094
2030,sc01,01-02 13:00:00+01:00,362.70572637094904
2030,sc01,01-02 14:00:00+01:00,352.5782605453153
2030,sc01,01-02 15:00:00+01:00,389.7509709074568
2030,sc01,01-02 16:00:00+01:00,492.21654389749204
2030,sc01,01-02 17:00:00+01:00,1967.2700872777486
2030,sc01,01-02 18:00:00+01:00,5254.933008427627
2030,sc01,01-02 19:00:00+01:00,5515.831573792249
2030,sc01,01-02 20:00:00+01:00,5064.185773835552
2030,sc01,01-02 21:00:00+01:00,4329.2904342978445
2030,sc01,01-02 22:00:00+01:00,3463.4099821075697
2030,sc01,01-02 23:00:00+01:00,2357.6508967900195
2030,sc01,01-03 00:00:00+01:00,1488.1677317087522
2030,sc01,01-03 01:00:00+01:00,913.8431507278792
2030,sc01,01-03 02:00:00+01:00,591.9171012097148
2030,sc01,01-03 03:00:00+01:00,298.8558174661439
2030,sc01,01-03 04:00:00+01:00,271.73154428766054
2030,sc01,01-03 05:00:00+01:00,498.6015204828167
2030,sc01,01-03 06:00:00+01:00,1681.4473541920424
2030,sc01,01-03 07:00:00+01:00,3586.5709094279064
2030,sc01,01-03 08:00:00+01:00,5014.532319988104
2030,sc01,01-03 09:00:00+01:00,4245.991284337957
2030,sc01,01-03 10:00:00+01:00,1429.2215598079651
2030,sc01,01-03 11:00:00+01:00,964.985715421831
2030,sc01,01-03 12:00:00+01:00,911.3332441591964
2030,sc01,01-03 13:00:00+01:00,230.52829961519774
2030,sc01,01-03 14:00:00+01:00,224.0899667811255
2030,sc01,01-03 15:00:00+01:00,253.74431417585055
2030,sc01,01-03 16:00:00+01:00,576.0047316730939
2030,sc01,01-03 17:00:00+01:00,4640.787656159328
2030,sc01,01-03 18:00:00+01:00,6738.154786153914
2030,sc01,01-03 19:00:00+01:00,6667.387239419847
2030,sc01,01-03 20:00:00+01:00,5842.317780320277
2030,sc01,01-03 21:00:00+01:00,4577.375493588897
2030,sc01,01-03 22:00:00+01:00,3485.6779724987687
2030,sc01,01-03 23:00:00+01:00,2224.1603360901963
2030,sc01,01-04 00:00:00+01:00,1514.4257950222118
2030,sc01,01-04 01:00:00+01:00,954.4721453547628
2030,sc01,01-04 02:00:00+01:00,553.2537276300677
2030,sc01,01-04 03:00:00+01:00,324.25492883761854
2030,sc01,01-04 04:00:00+01:00,235.63144884388984
2030,sc01,01-04 05:00:00+01:00,433.5578972555957
2030,sc01,01-04 06:00:00+01:00,1245.9985832196662
2030,sc01,01-04 07:00:00+01:00,2995.5476208315695
2030,sc01,01-04 08:00:00+01:00,4368.311510239611
2030,sc01,01-04 09:00:00+01:00,3761.870425463661
2030,sc01,01-04 10:00:00+01:00,319.4069431166839
2030,sc01,01-04 11:00:00+01:00,302.2842614669373
2030,sc01,01-04 12:00:00+01:00,336.03127800388734
2030,sc01,01-04 13:00:00+01:00,346.7218753247131
2030,sc01,01-04 14:00:00+01:00,283.8787101059419
2030,sc01,01-04 15:00:00+01:00,324.8831067864742
2030,sc01,01-04 16:00:00+01:00,511.85237320263974
2030,sc01,01-04 17:00:00+01:00,1810.539324676493
2030,sc01,01-04 18:00:00+01:00,4642.453616425766
2030,sc01,01-04 19:00:00+01:00,5977.28972922485
2030,sc01,01-04 20:00:00+01:00,5041.5499595889705
2030,sc01,01-04 21:00:00+01:00,3855.6679801534633
2030,sc01,01-04 22:00:00+01:00,2776.052795185203
2030,sc01,01-04 23:00:00+01:00,2006.515965189365
2030,sc01,01-05 00:00:00+01:00,1391.3991849436002
2030,sc01,01-05 01:00:00+01:00,854.6363913734925
2030,sc01,01-05 02:00:00+01:00,464.26665009708654
2030,sc01,01-05 03:00:00+01:00,199.083116183454
2030,sc01,01-05 04:00:00+01:00,86.12721317377981
2030,sc01,01-05 05:00:00+01:00,118.70133206225437
2030,sc01,01-05 06:00:00+01:00,313.5510623016355
2030,sc01,01-05 07:00:00+01:00,755.7051550306243
2030,sc01,01-05 08:00:00+01:00,1294.001826478424
2030,sc01,01-05 09:00:00+01:00,484.36681995836426
2030,sc01,01-05 10:00:00+01:00,256.5248960342848
2030,sc01,01-05 11:00:00+01:00,303.6923528400779
2030,sc01,01-05 12:00:00+01:00,298.0551228067061
2030,sc01,01-05 13:00:00+01:00,253.74580417284096
2030,sc01,01-05 14:00:00+01:00,210.77466702856748
2030,sc01,01-05 15:00:00+01:00,262.1147842698989
2030,sc01,01-05 16:00:00+01:00,383.10578794002356
2030,sc01,01-05 17:00:00+01:00,2238.9425663208776
2030,sc01,01-05 18:00:00+01:00,5469.743121653264
2030,sc01,01-05 19:00:00+01:00,5651.7813439534475
2030,sc01,01-05 20:00:00+01:00,3797.9563659129376
2030,sc01,01-05 21:00:00+01:00,2968.839350180109
2030,sc01,01-05 22:00:00+01:00,2305.8286970437175
2030,sc01,01-05 23:00:00+01:00,1880.0013316439567
2030,sc01,01-06 00:00:00+01:00,1346.3493378379885
2030,sc01,01-06 01:00:00+01:00,849.4984707180116
2030,sc01,01-06 02:00:00+01:00,499.9114401705293
2030,sc01,01-06 03:00:00+01:00,205.5701259501175
2030,sc01,01-06 04:00:00+01:00,40.866405642183466
2030,sc01,01-06 05:00:00+01:00,6.494360604847316e-12
2030,sc01,01-06 06:00:00+01:00,152.88176744433156
2030,sc01,01-06 07:00:00+01:00,419.78898125215704
2030,sc01,01-06 08:00:00+01:00,1014.0358850842995
2030,sc01,01-06 09:00:00+01:00,246.7192537514194
2030,sc01,01-06 10:00:00+01:00,91.20943535729208
2030,sc01,01-06 11:00:00+01:00,-1.5916157281026244e-12
2030,sc01,01-06 12:00:00+01:00,1.5276668818842154e-12
2030,sc01,01-06 13:00:00+01:00,97.29097935372147
2030,sc01,01-06 14:00:00+01:00,64.94701154274048
2030,sc01,01-06 15:00:00+01:00,118.54008221604522
2030,sc01,01-06 16:00:00+01:00,290.41802573649034
2030,sc01,01-06 17:00:00+01:00,1852.8271902989222
2030,sc01,01-06 18:00:00+01:00,5140.251390004665
2030,sc01,01-06 19:00:00+01:00,5441.592256708503
2030,sc01,01-06 20:00:00+01:00,5062.815897669504
2030,sc01,01-06 21:00:00+01:00,4228.050269262
2030,sc01,01-06 22:00:00+01:00,3279.3002015660004
2030,sc01,01-06 23:00:00+01:00,1992.5175862628241
2030,sc01,01-07 00:00:00+01:00,1096.6069967160317
2030,sc01,01-07 01:00:00+01:00,595.8367362681231
2030,sc01,01-07 02:00:00+01:00,373.0081586662392
2030,sc01,01-07 03:00:00+01:00,166.1131168996644
2030,sc01,01-07 04:00:00+01:00,221.31970292054916
2030,sc01,01-07 05:00:00+01:00,870.9130154434364
2030,sc01,01-07 06:00:00+01:00,3974.671951956652
2030,sc01,01-07 07:00:00+01:00,6516.558807370799
2030,sc01,01-07 08:00:00+01:00,7906.5585289553055
2030,sc01,01-07 09:00:00+01:00,6604.55368657097
2030,sc01,01-07 10:00:00+01:00,3890.9790190760414
2030,sc01,01-07 11:00:00+01:00,3124.877925122193
2030,sc01,01-07 12:00:00+01:00,2298.8542109169525
2030,sc01,01-07 13:00:00+01:00,2212.6786201522355
2030,sc01,01-07 14:00:00+01:00,1912.9238872840886
2030,sc01,01-07 15:00:00+01:00,1759.3111580373284
