,Weight
sti1,534
sti10,59
sti11,520
sti12,21
sti13,36
sti14,424
sti15,33
sti16,27
sti17,41
sti18,52
sti19,47
sti2,410
sti20,81
sti21,405
sti22,33
sti23,36
sti24,12
sti25,61
sti26,536
sti27,27
sti28,26
sti29,33
sti3,28
sti30,53
sti31,524
sti32,53
sti33,452
sti34,60
sti35,64
sti36,415
sti37,538
sti38,29
sti39,14
sti4,44
sti40,66
sti41,40
sti42,73
sti43,304
sti44,343
sti45,447
sti46,91
sti47,83
sti48,76
sti49,50
sti5,60
sti50,29
sti51,76
sti52,49
sti53,24
sti54,42
sti55,47
sti56,38
sti57,41
sti58,41
sti59,52
sti6,507
sti60,48
sti7,74
sti8,29
sti9,278
