,Weight
sti1,37
sti10,19
sti100,18
sti101,13
sti102,63
sti103,18
sti104,12
sti105,32
sti106,25
sti107,4
sti108,47
sti109,23
sti11,29
sti110,36
sti111,10
sti112,28
sti113,6
sti114,57
sti115,22
sti116,22
sti117,16
sti118,31
sti119,27
sti12,28
sti120,12
sti121,24
sti122,41
sti123,41
sti124,12
sti125,20
sti126,31
sti127,58
sti128,15
sti129,12
sti13,33
sti130,18
sti131,44
sti132,41
sti133,26
sti134,19
sti135,12
sti136,38
sti137,20
sti138,12
sti139,20
sti14,27
sti140,23
sti141,19
sti142,19
sti143,7
sti144,17
sti145,24
sti146,38
sti147,43
sti148,29
sti149,16
sti15,19
sti150,18
sti151,49
sti152,23
sti153,19
sti154,9
sti155,15
sti156,38
sti157,22
sti158,32
sti159,41
sti16,26
sti160,5
sti161,37
sti162,31
sti163,26
sti164,29
sti165,21
sti166,33
sti167,18
sti168,5
sti169,36
sti17,21
sti170,22
sti171,13
sti172,6
sti173,18
sti174,16
sti175,8
sti176,18
sti177,10
sti178,15
sti179,8
sti18,19
sti180,33
sti181,22
sti182,29
sti183,39
sti184,12
sti185,23
sti186,26
sti187,25
sti188,17
sti189,19
sti19,12
sti190,32
sti191,28
sti192,36
sti193,37
sti194,42
sti195,30
sti196,12
sti197,9
sti198,25
sti199,27
sti2,30
sti20,19
sti200,22
sti201,17
sti202,30
sti203,12
sti204,32
sti205,25
sti206,30
sti207,22
sti208,42
sti209,16
sti21,7
sti210,24
sti211,29
sti212,22
sti213,24
sti214,25
sti215,30
sti216,32
sti217,32
sti218,17
sti219,13
sti22,16
sti220,16
sti221,15
sti222,32
sti223,26
sti224,17
sti225,20
sti226,17
sti227,17
sti228,20
sti229,16
sti23,20
sti230,17
sti231,49
sti232,11
sti233,60
sti234,12
sti235,30
sti236,17
sti237,27
sti238,17
sti239,22
sti24,29
sti240,11
sti241,28
sti242,14
sti243,30
sti244,21
sti245,19
sti246,18
sti247,21
sti248,31
sti249,16
sti25,6
sti250,21
sti251,16
sti252,28
sti253,12
sti254,16
sti255,20
sti256,16
sti257,24
sti258,6
sti259,19
sti26,18
sti260,33
sti261,24
sti262,22
sti263,12
sti264,16
sti265,13
sti266,6
sti267,16
sti268,26
sti269,27
sti27,28
sti270,20
sti271,18
sti272,25
sti273,11
sti274,12
sti275,5
sti276,18
sti277,11
sti278,10
sti279,6
sti28,27
sti280,34
sti281,20
sti282,25
sti283,16
sti284,15
sti285,34
sti286,14
sti287,22
sti288,23
sti289,27
sti29,22
sti290,24
sti291,20
sti292,16
sti293,15
sti294,35
sti295,12
sti296,25
sti297,10
sti298,23
sti299,17
sti3,39
sti30,5
sti300,8
sti301,6
sti302,17
sti303,19
sti304,40
sti305,4
sti306,10
sti307,13
sti308,14
sti309,15
sti31,26
sti310,14
sti311,27
sti312,12
sti313,30
sti314,17
sti315,18
sti316,28
sti317,13
sti318,12
sti319,22
sti32,16
sti320,18
sti321,44
sti322,20
sti323,35
sti324,20
sti325,26
sti326,31
sti327,14
sti328,42
sti329,43
sti33,25
sti330,15
sti331,6
sti332,29
sti333,28
sti334,13
sti335,23
sti336,7
sti337,26
sti338,19
sti339,14
sti34,23
sti340,5
sti341,13
sti342,13
sti343,10
sti344,30
sti345,7
sti346,17
sti347,8
sti348,22
sti349,27
sti35,35
sti350,15
sti351,21
sti352,14
sti353,16
sti354,8
sti355,30
sti356,15
sti357,28
sti358,13
sti359,12
sti36,22
sti360,21
sti361,7
sti362,4
sti363,9
sti364,26
sti365,10
sti366,15
sti367,10
sti368,14
sti369,11
sti37,17
sti370,21
sti371,31
sti372,27
sti373,25
sti374,7
sti375,24
sti376,25
sti377,7
sti378,35
sti379,27
sti38,30
sti380,22
sti381,16
sti382,35
sti383,16
sti384,19
sti385,19
sti386,7
sti387,16
sti388,29
sti389,19
sti39,22
sti390,20
sti391,23
sti392,22
sti393,26
sti394,7
sti395,8
sti396,9
sti397,5
sti398,12
sti399,17
sti4,60
sti40,22
sti400,16
sti41,19
sti42,7
sti43,18
sti44,10
sti45,21
sti46,19
sti47,7
sti48,27
sti49,54
sti5,21
sti50,33
sti51,12
sti52,29
sti53,8
sti54,20
sti55,33
sti56,16
sti57,22
sti58,8
sti59,13
sti6,13
sti60,22
sti61,30
sti62,18
sti63,33
sti64,31
sti65,18
sti66,22
sti67,16
sti68,23
sti69,37
sti7,19
sti70,15
sti71,11
sti72,26
sti73,44
sti74,34
sti75,6
sti76,28
sti77,44
sti78,40
sti79,21
sti8,26
sti80,45
sti81,46
sti82,22
sti83,10
sti84,16
sti85,31
sti86,28
sti87,30
sti88,21
sti89,14
sti9,34
sti90,36
sti91,10
sti92,32
sti93,32
sti94,29
sti95,14
sti96,42
sti97,10
sti98,18
sti99,29
