,Weight
sti1,75
sti10,93
sti100,89
sti101,52
sti102,41
sti103,55
sti104,80
sti105,139
sti106,67
sti107,118
sti108,27
sti109,50
sti11,27
sti110,69
sti12,73
sti13,40
sti14,124
sti15,89
sti16,61
sti17,129
sti18,85
sti19,63
sti2,76
sti20,39
sti21,65
sti22,76
sti23,67
sti24,62
sti25,99
sti26,61
sti27,93
sti28,30
sti29,54
sti3,132
sti30,44
sti31,79
sti32,143
sti33,82
sti34,37
sti35,89
sti36,138
sti37,130
sti38,106
sti39,78
sti4,113
sti40,76
sti41,115
sti42,59
sti43,82
sti44,60
sti45,46
sti46,65
sti47,93
sti48,59
sti49,49
sti5,108
sti50,136
sti51,143
sti52,86
sti53,85
sti54,87
sti55,107
sti56,62
sti57,141
sti58,65
sti59,55
sti6,44
sti60,92
sti61,110
sti62,92
sti63,120
sti64,84
sti65,51
sti66,11
sti67,52
sti68,41
sti69,62
sti7,119
sti70,114
sti71,158
sti72,55
sti73,67
sti74,33
sti75,86
sti76,151
sti77,121
sti78,80
sti79,106
sti8,77
sti80,60
sti81,93
sti82,41
sti83,111
sti84,55
sti85,93
sti86,77
sti87,52
sti88,44
sti89,61
sti9,118
sti90,74
sti91,54
sti92,94
sti93,14
sti94,88
sti95,97
sti96,75
sti97,37
sti98,103
sti99,51
