,Weight
sti1,622
sti10,6
sti100,97
sti101,148
sti102,21
sti103,3
sti104,2
sti105,70
sti106,7
sti107,39
sti108,48
sti109,5
sti11,2
sti110,15
sti111,2
sti112,14
sti113,44
sti114,72
sti115,43
sti116,135
sti117,11
sti118,28
sti119,3
sti12,2
sti120,26
sti121,1
sti122,26
sti123,42
sti124,4
sti125,67
sti126,22
sti127,17
sti128,1
sti129,6
sti13,39
sti130,636
sti131,23
sti132,4
sti133,8
sti134,24
sti135,2
sti136,29
sti137,9
sti138,1
sti139,11
sti14,4
sti140,3
sti141,6
sti142,38
sti143,22
sti144,18
sti145,66
sti146,5
sti147,13
sti148,7
sti149,4
sti15,5
sti150,5
sti151,8
sti152,3
sti153,13
sti154,15
sti155,7
sti156,16
sti157,16
sti158,6
sti159,2
sti16,7
sti160,138
sti161,12
sti162,3
sti163,8
sti164,17
sti165,2
sti166,14
sti167,1
sti168,15
sti169,5
sti17,3
sti170,1
sti171,13
sti172,13
sti173,7
sti174,46
sti175,32
sti176,3
sti177,59
sti178,43
sti179,11
sti18,2
sti180,2
sti181,10
sti182,31
sti183,425
sti184,78
sti185,7
sti186,16
sti187,9
sti188,23
sti189,5
sti19,21
sti190,40
sti191,7
sti192,30
sti193,2
sti194,8
sti195,19
sti196,1
sti197,11
sti198,542
sti199,10
sti2,126
sti20,20
sti200,1
sti21,132
sti22,2
sti23,43
sti24,22
sti25,4
sti26,3
sti27,14
sti28,57
sti29,68
sti3,15
sti30,30
sti31,2
sti32,7
sti33,603
sti34,2
sti35,3
sti36,2
sti37,50
sti38,3
sti39,3
sti4,2
sti40,36
sti41,10
sti42,16
sti43,31
sti44,146
sti45,34
sti46,8
sti47,6
sti48,24
sti49,39
sti5,3
sti50,7
sti51,13
sti52,66
sti53,142
sti54,28
sti55,41
sti56,390
sti57,197
sti58,588
sti59,58
sti6,131
sti60,29
sti61,8
sti62,3
sti63,167
sti64,2
sti65,1
sti66,20
sti67,1
sti68,45
sti69,12
sti7,33
sti70,3
sti71,7
sti72,1
sti73,31
sti74,4
sti75,4
sti76,116
sti77,42
sti78,9
sti79,6
sti8,44
sti80,1
sti81,15
sti82,44
sti83,21
sti84,20
sti85,4
sti86,7
sti87,117
sti88,17
sti89,15
sti9,24
sti90,3
sti91,17
sti92,5
sti93,7
sti94,18
sti95,33
sti96,1
sti97,4
sti98,9
sti99,67
