,Weight
sti1,53
sti10,2
sti100,1
sti101,92
sti102,13
sti103,6
sti104,7
sti105,5
sti106,105
sti107,89
sti108,5
sti109,6
sti11,9
sti110,21
sti111,13
sti112,8
sti113,7
sti114,63
sti115,3
sti116,6
sti117,10
sti118,9
sti119,52
sti12,61
sti120,12
sti121,12
sti122,14
sti123,136
sti124,9
sti125,6
sti126,65
sti127,21
sti128,8
sti129,2
sti13,57
sti130,52
sti131,11
sti132,7
sti133,6
sti134,11
sti135,36
sti136,7
sti137,10
sti138,8
sti139,4
sti14,8
sti140,101
sti141,11
sti142,10
sti143,35
sti144,15
sti145,13
sti146,7
sti147,108
sti148,14
sti149,5
sti15,5
sti150,12
sti151,4
sti152,13
sti153,12
sti154,14
sti155,11
sti156,12
sti157,9
sti158,66
sti159,8
sti16,8
sti160,7
sti161,12
sti162,56
sti163,96
sti164,13
sti165,14
sti166,10
sti167,11
sti168,50
sti169,12
sti17,10
sti170,10
sti171,5
sti172,1
sti173,2
sti174,35
sti175,17
sti176,99
sti177,6
sti178,65
sti179,5
sti18,102
sti180,50
sti181,5
sti182,11
sti183,39
sti184,5
sti185,14
sti186,7
sti187,9
sti188,109
sti189,30
sti19,6
sti190,57
sti191,6
sti192,17
sti193,94
sti194,4
sti195,93
sti196,16
sti197,5
sti198,7
sti199,14
sti2,86
sti20,8
sti200,11
sti201,5
sti202,85
sti203,5
sti204,2
sti205,5
sti206,7
sti207,6
sti208,14
sti209,11
sti21,4
sti210,73
sti211,11
sti212,5
sti213,13
sti214,84
sti215,14
sti216,32
sti217,76
sti218,9
sti219,13
sti22,10
sti220,2
sti221,4
sti222,86
sti223,12
sti224,82
sti225,75
sti226,5
sti227,10
sti228,8
sti229,50
sti23,18
sti230,10
sti231,5
sti232,3
sti233,48
sti234,8
sti235,9
sti236,13
sti237,67
sti238,66
sti239,2
sti24,10
sti240,37
sti241,8
sti242,30
sti243,79
sti244,13
sti245,74
sti246,11
sti247,3
sti248,61
sti249,11
sti25,71
sti250,6
sti251,10
sti252,106
sti253,55
sti254,5
sti255,12
sti256,96
sti257,8
sti258,58
sti259,8
sti26,54
sti260,77
sti261,4
sti262,93
sti263,14
sti264,11
sti265,1
sti266,28
sti267,6
sti268,10
sti269,40
sti27,63
sti270,6
sti271,5
sti272,8
sti273,50
sti274,6
sti275,7
sti276,8
sti277,15
sti278,4
sti279,7
sti28,10
sti280,52
sti281,12
sti282,13
sti283,8
sti284,4
sti285,8
sti286,1
sti287,12
sti288,11
sti289,4
sti29,3
sti290,9
sti291,11
sti292,65
sti293,39
sti294,4
sti295,7
sti296,7
sti297,8
sti298,5
sti299,5
sti3,1
sti30,7
sti300,25
sti301,6
sti302,87
sti303,5
sti304,7
sti305,79
sti306,75
sti307,55
sti308,7
sti309,78
sti31,12
sti310,14
sti311,11
sti312,13
sti313,2
sti314,9
sti315,4
sti316,9
sti317,1
sti318,6
sti319,4
sti32,11
sti320,5
sti321,7
sti322,69
sti323,5
sti324,52
sti325,5
sti326,9
sti327,6
sti328,7
sti329,6
sti33,89
sti330,8
sti331,1
sti332,7
sti333,2
sti334,7
sti335,12
sti336,65
sti337,64
sti338,73
sti339,11
sti34,11
sti340,11
sti341,2
sti342,89
sti343,8
sti344,7
sti345,3
sti346,41
sti347,69
sti348,12
sti349,3
sti35,11
sti350,4
sti36,16
sti37,4
sti38,18
sti39,10
sti4,8
sti40,61
sti41,92
sti42,8
sti43,4
sti44,14
sti45,10
sti46,46
sti47,10
sti48,8
sti49,16
sti5,14
sti50,6
sti51,19
sti52,13
sti53,8
sti54,8
sti55,11
sti56,78
sti57,89
sti58,49
sti59,87
sti6,39
sti60,80
sti61,6
sti62,9
sti63,10
sti64,3
sti65,5
sti66,5
sti67,3
sti68,8
sti69,78
sti7,50
sti70,5
sti71,10
sti72,12
sti73,13
sti74,4
sti75,135
sti76,14
sti77,4
sti78,42
sti79,9
sti8,10
sti80,6
sti81,13
sti82,1
sti83,83
sti84,11
sti85,7
sti86,22
sti87,82
sti88,102
sti89,9
sti9,3
sti90,19
sti91,12
sti92,6
sti93,9
sti94,5
sti95,9
sti96,12
sti97,15
sti98,94
sti99,10
