,Weight
sti1,82
sti10,80
sti100,45
sti101,69
sti102,44
sti103,61
sti104,66
sti105,62
sti106,41
sti107,119
sti108,73
sti109,31
sti11,72
sti110,78
sti111,55
sti112,92
sti113,55
sti114,45
sti115,83
sti116,38
sti117,77
sti118,32
sti119,37
sti12,118
sti120,53
sti121,46
sti122,76
sti123,90
sti124,53
sti125,65
sti126,85
sti127,87
sti128,56
sti129,81
sti13,102
sti130,106
sti14,50
sti15,75
sti16,68
sti17,66
sti18,73
sti19,77
sti2,16
sti20,59
sti21,52
sti22,91
sti23,88
sti24,83
sti25,85
sti26,67
sti27,44
sti28,53
sti29,40
sti3,79
sti30,55
sti31,63
sti32,37
sti33,67
sti34,63
sti35,46
sti36,67
sti37,99
sti38,107
sti39,73
sti4,59
sti40,50
sti41,111
sti42,82
sti43,46
sti44,84
sti45,62
sti46,58
sti47,91
sti48,56
sti49,45
sti5,78
sti50,86
sti51,93
sti52,66
sti53,58
sti54,51
sti55,81
sti56,50
sti57,80
sti58,83
sti59,56
sti6,83
sti60,23
sti61,98
sti62,59
sti63,75
sti64,51
sti65,144
sti66,74
sti67,46
sti68,34
sti69,53
sti7,94
sti70,63
sti71,90
sti72,68
sti73,122
sti74,69
sti75,77
sti76,63
sti77,71
sti78,69
sti79,96
sti8,26
sti80,47
sti81,41
sti82,42
sti83,75
sti84,79
sti85,13
sti86,43
sti87,83
sti88,67
sti89,61
sti9,78
sti90,58
sti91,66
sti92,49
sti93,62
sti94,68
sti95,48
sti96,68
sti97,79
sti98,93
sti99,44
