,Weight
sti1,83
sti10,78
sti100,20
sti11,26
sti12,89
sti13,74
sti14,203
sti15,35
sti16,262
sti17,175
sti18,14
sti19,23
sti2,101
sti20,327
sti21,86
sti22,93
sti23,34
sti24,13
sti25,210
sti26,31
sti27,271
sti28,102
sti29,128
sti3,14
sti30,18
sti31,16
sti32,36
sti33,110
sti34,79
sti35,27
sti36,56
sti37,268
sti38,97
sti39,47
sti4,39
sti40,72
sti41,63
sti42,261
sti43,24
sti44,192
sti45,28
sti46,24
sti47,32
sti48,23
sti49,90
sti5,76
sti50,245
sti51,25
sti52,102
sti53,282
sti54,38
sti55,30
sti56,87
sti57,29
sti58,76
sti59,24
sti6,31
sti60,42
sti61,27
sti62,81
sti63,79
sti64,102
sti65,80
sti66,82
sti67,31
sti68,76
sti69,86
sti7,243
sti70,68
sti71,30
sti72,45
sti73,87
sti74,96
sti75,37
sti76,218
sti77,92
sti78,79
sti79,53
sti8,286
sti80,35
sti81,221
sti82,30
sti83,177
sti84,78
sti85,53
sti86,6
sti87,136
sti88,95
sti89,36
sti9,49
sti90,44
sti91,16
sti92,27
sti93,226
sti94,80
sti95,78
sti96,56
sti97,23
sti98,37
sti99,74
