,Weight
sti1,34
sti10,1
sti100,1
sti101,2
sti102,45
sti103,51
sti104,84
sti105,2
sti106,2
sti107,54
sti108,1
sti109,1
sti11,1
sti110,63
sti111,1
sti112,181
sti113,93
sti114,1
sti115,3
sti116,1
sti117,1
sti118,1
sti119,1
sti12,68
sti120,1
sti121,1
sti122,1
sti123,67
sti124,26
sti125,50
sti126,1
sti127,1
sti128,2
sti129,1
sti13,1
sti130,1
sti131,1
sti132,1
sti133,1
sti134,60
sti135,1
sti136,1
sti137,1
sti138,19
sti139,1
sti14,2
sti140,1
sti141,13
sti142,1
sti143,1
sti144,41
sti145,18
sti146,95
sti147,31
sti148,1
sti149,61
sti15,1
sti150,44
sti151,2
sti152,2
sti153,2
sti154,1
sti155,49
sti156,22
sti157,1
sti158,1
sti159,78
sti16,1
sti160,71
sti161,92
sti162,1
sti163,22
sti164,34
sti165,1
sti166,80
sti167,1
sti168,62
sti169,20
sti17,1
sti170,1
sti171,67
sti172,2
sti173,37
sti174,1
sti175,2
sti176,65
sti177,2
sti178,28
sti179,59
sti18,1
sti180,1
sti181,1
sti182,1
sti183,49
sti184,47
sti185,1
sti186,2
sti187,84
sti188,48
sti189,72
sti19,79
sti190,1
sti191,30
sti192,1
sti193,1
sti194,26
sti195,37
sti196,1
sti197,4
sti198,1
sti199,39
sti2,2
sti20,1
sti200,1
sti201,1
sti202,1
sti203,73
sti204,1
sti205,1
sti206,2
sti207,58
sti208,9
sti209,17
sti21,2
sti210,26
sti211,16
sti212,46
sti213,43
sti214,11
sti215,42
sti216,1
sti217,55
sti218,1
sti219,50
sti22,60
sti220,1
sti221,31
sti222,4
sti223,78
sti224,110
sti225,15
sti226,1
sti227,2
sti228,1
sti229,50
sti23,1
sti230,28
sti231,1
sti232,1
sti233,1
sti234,1
sti235,5
sti236,1
sti237,101
sti238,52
sti239,1
sti24,62
sti240,52
sti241,1
sti242,56
sti243,44
sti244,1
sti245,1
sti246,19
sti247,1
sti248,2
sti249,91
sti25,94
sti250,1
sti251,1
sti252,1
sti253,35
sti254,72
sti255,1
sti256,51
sti257,1
sti258,1
sti259,20
sti26,1
sti260,1
sti261,1
sti262,1
sti263,25
sti264,1
sti265,1
sti266,1
sti267,1
sti268,25
sti269,1
sti27,1
sti270,47
sti271,92
sti272,56
sti273,38
sti274,18
sti275,55
sti276,27
sti277,34
sti278,118
sti279,50
sti28,1
sti280,1
sti281,67
sti282,1
sti283,67
sti284,44
sti285,1
sti286,1
sti287,21
sti288,24
sti289,82
sti29,1
sti290,1
sti291,62
sti292,1
sti293,33
sti294,21
sti295,1
sti296,79
sti297,1
sti298,1
sti299,67
sti3,52
sti30,1
sti300,38
sti301,34
sti302,23
sti303,14
sti304,109
sti305,57
sti306,23
sti307,18
sti308,62
sti309,48
sti31,1
sti310,40
sti311,48
sti312,55
sti313,1
sti314,1
sti315,3
sti316,19
sti317,49
sti318,89
sti319,1
sti32,1
sti320,9
sti321,71
sti322,17
sti323,20
sti324,1
sti325,1
sti326,1
sti327,48
sti328,3
sti329,31
sti33,35
sti330,1
sti331,47
sti332,60
sti333,62
sti334,26
sti335,102
sti336,27
sti337,60
sti338,24
sti339,1
sti34,1
sti340,61
sti341,55
sti342,1
sti343,49
sti344,2
sti345,1
sti346,1
sti347,2
sti348,14
sti349,35
sti35,202
sti350,33
sti36,1
sti37,1
sti38,1
sti39,1
sti4,1
sti40,129
sti41,3
sti42,1
sti43,1
sti44,33
sti45,36
sti46,1
sti47,2
sti48,53
sti49,74
sti5,1
sti50,65
sti51,1
sti52,1
sti53,3
sti54,1
sti55,47
sti56,1
sti57,1
sti58,27
sti59,1
sti6,75
sti60,68
sti61,21
sti62,1
sti63,50
sti64,1
sti65,43
sti66,1
sti67,117
sti68,2
sti69,2
sti7,1
sti70,1
sti71,39
sti72,1
sti73,1
sti74,1
sti75,1
sti76,2
sti77,3
sti78,1
sti79,2
sti8,1
sti80,72
sti81,3
sti82,77
sti83,1
sti84,84
sti85,22
sti86,1
sti87,51
sti88,1
sti89,1
sti9,59
sti90,78
sti91,1
sti92,1
sti93,1
sti94,1
sti95,1
sti96,1
sti97,22
sti98,1
sti99,80
