,Weight
sti1,353
sti10,2
sti100,1
sti101,758
sti102,1
sti103,11
sti104,1
sti105,1
sti106,1
sti107,1
sti108,480
sti109,1
sti11,670
sti110,1
sti111,526
sti112,1
sti113,4
sti114,1
sti115,1
sti116,400
sti117,456
sti118,1
sti119,1
sti12,5
sti120,1
sti121,2
sti122,1
sti123,3
sti124,1
sti125,1
sti126,2
sti127,4
sti128,2
sti129,1
sti13,6
sti130,1
sti131,1
sti132,1
sti133,1
sti134,1
sti135,1
sti136,1
sti137,5
sti138,1
sti139,1
sti14,3
sti140,1
sti141,1
sti142,1
sti143,1
sti144,298
sti145,1
sti146,289
sti147,1
sti148,3
sti149,1
sti15,2
sti150,1
sti16,260
sti17,1
sti18,1
sti19,4
sti2,4
sti20,1
sti21,1
sti22,5
sti23,1
sti24,1
sti25,418
sti26,2
sti27,2
sti28,7
sti29,5
sti3,134
sti30,2
sti31,8
sti32,1
sti33,1
sti34,684
sti35,3
sti36,1
sti37,1
sti38,1
sti39,3
sti4,1
sti40,4
sti41,1
sti42,3
sti43,1
sti44,1
sti45,1
sti46,1
sti47,5
sti48,1
sti49,310
sti5,1
sti50,1
sti51,449
sti52,1
sti53,1
sti54,2
sti55,1
sti56,318
sti57,2
sti58,3
sti59,1
sti6,1
sti60,236
sti61,2
sti62,6
sti63,1
sti64,8
sti65,4
sti66,1
sti67,2
sti68,1
sti69,1
sti7,1
sti70,1
sti71,2
sti72,1
sti73,1
sti74,3
sti75,1
sti76,1
sti77,2
sti78,4
sti79,1
sti8,3
sti80,3
sti81,250
sti82,1
sti83,1
sti84,2
sti85,2
sti86,7
sti87,1
sti88,3
sti89,520
sti9,8
sti90,1
sti91,1
sti92,2
sti93,1
sti94,2
sti95,355
sti96,308
sti97,1
sti98,1
sti99,2
