,Weight
sti1,179
sti10,88
sti11,90
sti12,149
sti13,136
sti14,90
sti15,152
sti16,77
sti17,79
sti18,82
sti19,137
sti2,17
sti20,109
sti21,88
sti22,98
sti23,97
sti24,174
sti25,114
sti26,78
sti27,52
sti28,151
sti29,79
sti3,93
sti30,90
sti31,104
sti32,61
sti33,136
sti34,90
sti35,71
sti36,115
sti37,125
sti38,130
sti39,114
sti4,186
sti40,65
sti41,147
sti42,83
sti43,64
sti44,92
sti45,77
sti46,87
sti47,115
sti48,68
sti49,51
sti5,102
sti50,120
sti51,123
sti52,73
sti53,96
sti54,81
sti55,114
sti56,80
sti57,158
sti58,118
sti59,88
sti6,111
sti60,23
sti61,117
sti62,73
sti63,128
sti64,63
sti65,192
sti66,82
sti67,47
sti68,42
sti69,77
sti7,102
sti70,123
sti71,120
sti72,130
sti73,184
sti74,94
sti75,96
sti76,82
sti77,109
sti78,89
sti79,99
sti8,26
sti80,91
sti81,46
sti82,46
sti83,95
sti84,87
sti85,17
sti86,71
sti87,89
sti88,72
sti89,77
sti9,95
sti90,108
