,Weight
sti1,22
sti10,1
sti100,27
sti101,70
sti102,1
sti103,1
sti104,1
sti105,1
sti106,13
sti107,53
sti108,1
sti109,1
sti11,2
sti110,12
sti111,1
sti112,1
sti113,33
sti114,1
sti115,44
sti116,1
sti117,66
sti118,20
sti119,1
sti12,1
sti120,65
sti121,1
sti122,1
sti123,1
sti124,1
sti125,3
sti126,101
sti127,42
sti128,111
sti129,2
sti13,78
sti130,1
sti131,58
sti132,18
sti133,53
sti134,2
sti135,2
sti136,16
sti137,2
sti138,43
sti139,1
sti14,2
sti140,1
sti141,1
sti142,1
sti143,1
sti144,1
sti145,1
sti146,1
sti147,1
sti148,1
sti149,43
sti15,1
sti150,1
sti151,1
sti152,2
sti153,1
sti154,29
sti155,1
sti156,38
sti157,1
sti158,1
sti159,1
sti16,1
sti160,28
sti161,14
sti162,1
sti163,2
sti164,1
sti165,1
sti166,49
sti167,1
sti168,1
sti169,1
sti17,57
sti170,40
sti171,34
sti172,25
sti173,25
sti174,23
sti175,12
sti176,39
sti177,1
sti178,23
sti179,53
sti18,1
sti180,82
sti181,29
sti182,1
sti183,11
sti184,49
sti185,24
sti186,15
sti187,1
sti188,1
sti189,1
sti19,1
sti190,18
sti191,1
sti192,1
sti193,59
sti194,7
sti195,1
sti196,1
sti197,49
sti198,2
sti199,1
sti2,1
sti20,48
sti200,1
sti201,33
sti202,25
sti203,27
sti204,1
sti205,29
sti206,1
sti207,59
sti208,65
sti209,77
sti21,1
sti210,2
sti211,8
sti212,1
sti213,91
sti214,7
sti215,58
sti216,1
sti217,2
sti218,74
sti219,51
sti22,1
sti220,1
sti221,38
sti222,30
sti223,1
sti224,53
sti225,17
sti226,21
sti227,25
sti228,1
sti229,67
sti23,37
sti230,29
sti231,1
sti232,1
sti233,34
sti234,47
sti235,32
sti236,1
sti237,81
sti238,47
sti239,71
sti24,63
sti240,1
sti241,55
sti242,1
sti243,1
sti244,20
sti245,40
sti246,43
sti247,119
sti248,1
sti249,54
sti25,1
sti250,2
sti251,14
sti252,2
sti253,1
sti254,1
sti255,1
sti256,34
sti257,1
sti258,1
sti259,28
sti26,1
sti260,1
sti261,1
sti262,1
sti263,36
sti264,5
sti265,1
sti266,1
sti267,4
sti268,2
sti269,54
sti27,1
sti270,50
sti271,40
sti272,1
sti273,1
sti274,2
sti275,101
sti276,62
sti277,32
sti278,45
sti279,94
sti28,1
sti280,1
sti281,1
sti282,43
sti283,1
sti284,1
sti285,1
sti286,1
sti287,1
sti288,1
sti289,1
sti29,1
sti290,1
sti291,31
sti292,12
sti293,1
sti294,1
sti295,28
sti296,1
sti297,33
sti298,1
sti299,38
sti3,59
sti30,1
sti300,27
sti301,13
sti302,16
sti303,21
sti304,1
sti305,1
sti306,53
sti307,1
sti308,1
sti309,29
sti31,28
sti310,1
sti311,1
sti312,89
sti313,1
sti314,1
sti315,103
sti316,25
sti317,29
sti318,47
sti319,32
sti32,1
sti320,3
sti321,36
sti322,22
sti323,95
sti324,37
sti325,70
sti326,21
sti327,17
sti328,16
sti329,12
sti33,85
sti330,25
sti331,32
sti332,1
sti333,1
sti334,16
sti335,71
sti336,21
sti337,1
sti338,61
sti339,43
sti34,65
sti340,1
sti341,2
sti342,41
sti343,51
sti344,14
sti345,22
sti346,1
sti347,34
sti348,16
sti349,18
sti35,1
sti350,41
sti351,1
sti352,1
sti353,12
sti354,69
sti355,2
sti356,1
sti357,55
sti358,35
sti359,12
sti36,26
sti360,1
sti361,53
sti362,40
sti363,52
sti364,24
sti365,23
sti366,60
sti367,36
sti368,22
sti369,32
sti37,1
sti370,39
sti371,90
sti372,26
sti373,45
sti374,25
sti375,50
sti376,20
sti377,1
sti378,44
sti379,1
sti38,1
sti380,1
sti381,25
sti382,24
sti383,66
sti384,12
sti385,1
sti386,1
sti387,30
sti388,32
sti389,26
sti39,26
sti390,34
sti391,44
sti392,1
sti393,1
sti394,16
sti395,24
sti396,1
sti397,47
sti398,27
sti399,48
sti4,1
sti40,2
sti400,73
sti41,2
sti42,1
sti43,1
sti44,1
sti45,1
sti46,1
sti47,37
sti48,1
sti49,79
sti5,107
sti50,1
sti51,9
sti52,66
sti53,1
sti54,1
sti55,1
sti56,1
sti57,118
sti58,1
sti59,1
sti6,2
sti60,1
sti61,1
sti62,2
sti63,54
sti64,44
sti65,1
sti66,1
sti67,1
sti68,1
sti69,2
sti7,1
sti70,37
sti71,73
sti72,1
sti73,43
sti74,1
sti75,1
sti76,1
sti77,28
sti78,68
sti79,1
sti8,1
sti80,1
sti81,22
sti82,1
sti83,1
sti84,1
sti85,1
sti86,3
sti87,1
sti88,1
sti89,1
sti9,28
sti90,24
sti91,1
sti92,1
sti93,1
sti94,141
sti95,60
sti96,1
sti97,123
sti98,1
sti99,72
