,Weight
sti1,112
sti10,205
sti11,42
sti12,178
sti13,149
sti14,350
sti15,84
sti16,255
sti17,208
sti18,20
sti19,35
sti2,149
sti20,346
sti21,155
sti22,141
sti23,43
sti24,17
sti25,405
sti26,53
sti27,411
sti28,216
sti29,227
sti3,14
sti30,18
sti31,41
sti32,33
sti33,208
sti34,136
sti35,74
sti36,72
sti37,274
sti38,146
sti39,101
sti4,66
sti40,150
sti41,285
sti42,306
sti43,26
sti44,378
sti45,77
sti46,36
sti47,55
sti48,46
sti49,158
sti5,158
sti50,272
sti51,66
sti52,161
sti53,308
sti54,48
sti55,61
sti56,153
sti57,37
sti58,109
sti59,24
sti6,50
sti60,71
sti7,313
sti8,345
sti9,59
