Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,86.1487245062093
2030,sc01,01-01 01:00:00+01:00,1.0516032489249483e-12
2030,sc01,01-01 02:00:00+01:00,-2.5579538487363607e-13
2030,sc01,01-01 03:00:00+01:00,-6.252776074688882e-13
2030,sc01,01-01 04:00:00+01:00,-1.4210854715202004e-13
2030,sc01,01-01 05:00:00+01:00,-3.0411229090532288e-12
2030,sc01,01-01 06:00:00+01:00,-1.5063505998114124e-12
2030,sc01,01-01 07:00:00+01:00,1.0231815394945443e-12
2030,sc01,01-01 08:00:00+01:00,-4.547473508864641e-13
2030,sc01,01-01 09:00:00+01:00,3.410605131648481e-13
2030,sc01,01-01 10:00:00+01:00,-4.547473508864641e-13
2030,sc01,01-01 11:00:00+01:00,-2.7284841053187847e-12
2030,sc01,01-01 12:00:00+01:00,2.2737367544323206e-13
2030,sc01,01-01 13:00:00+01:00,-9.094947017729282e-13
2030,sc01,01-01 14:00:00+01:00,7.531752999057062e-13
2030,sc01,01-01 15:00:00+01:00,-3.439026841078885e-12
2030,sc01,01-01 16:00:00+01:00,1.4779288903810084e-12
2030,sc01,01-01 17:00:00+01:00,-2.5011104298755527e-12
2030,sc01,01-01 18:00:00+01:00,648.6509831717549
2030,sc01,01-01 19:00:00+01:00,1036.775330039355
2030,sc01,01-01 20:00:00+01:00,1032.5201377199985
2030,sc01,01-01 21:00:00+01:00,914.8211076573862
2030,sc01,01-01 22:00:00+01:00,734.4998785945827
2030,sc01,01-01 23:00:00+01:00,365.1212060371147
2030,sc01,01-02 00:00:00+01:00,1.7053025658242404e-12
2030,sc01,01-02 01:00:00+01:00,-1.5916157281026244e-12
2030,sc01,01-02 02:00:00+01:00,-3.865352482534945e-12
2030,sc01,01-02 03:00:00+01:00,-5.684341886080802e-14
2030,sc01,01-02 04:00:00+01:00,5.684341886080802e-14
2030,sc01,01-02 05:00:00+01:00,-1.9042545318370685e-12
2030,sc01,01-02 06:00:00+01:00,3.936406756110955e-12
2030,sc01,01-02 07:00:00+01:00,782.8009606801577
2030,sc01,01-02 08:00:00+01:00,1578.6600107312008
2030,sc01,01-02 09:00:00+01:00,577.9128690613866
2030,sc01,01-02 10:00:00+01:00,315.8097258384702
2030,sc01,01-02 11:00:00+01:00,353.9300780984638
2030,sc01,01-02 12:00:00+01:00,371.89070097930664
2030,sc01,01-02 13:00:00+01:00,362.705726370971
2030,sc01,01-02 14:00:00+01:00,352.5782605453088
2030,sc01,01-02 15:00:00+01:00,389.7509709074566
2030,sc01,01-02 16:00:00+01:00,492.216543897493
2030,sc01,01-02 17:00:00+01:00,1967.2700872777482
2030,sc01,01-02 18:00:00+01:00,5254.933008427629
2030,sc01,01-02 19:00:00+01:00,5515.831573792249
2030,sc01,01-02 20:00:00+01:00,5064.185773835553
2030,sc01,01-02 21:00:00+01:00,4329.290434297845
2030,sc01,01-02 22:00:00+01:00,3463.4099821075706
2030,sc01,01-02 23:00:00+01:00,2357.650896790019
2030,sc01,01-03 00:00:00+01:00,1488.1677317087524
2030,sc01,01-03 01:00:00+01:00,913.8431507278759
2030,sc01,01-03 02:00:00+01:00,591.9171012097133
2030,sc01,01-03 03:00:00+01:00,298.8558174661401
2030,sc01,01-03 04:00:00+01:00,271.7315442876575
2030,sc01,01-03 05:00:00+01:00,498.60152048281816
2030,sc01,01-03 06:00:00+01:00,1681.447354192043
2030,sc01,01-03 07:00:00+01:00,3586.5709094279073
2030,sc01,01-03 08:00:00+01:00,5014.532319988104
2030,sc01,01-03 09:00:00+01:00,4245.991284337957
2030,sc01,01-03 10:00:00+01:00,1429.221559807965
2030,sc01,01-03 11:00:00+01:00,964.9857154218272
2030,sc01,01-03 12:00:00+01:00,911.3332441591963
2030,sc01,01-03 13:00:00+01:00,230.52829961519978
2030,sc01,01-03 14:00:00+01:00,224.08996678112817
2030,sc01,01-03 15:00:00+01:00,253.74431417584913
2030,sc01,01-03 16:00:00+01:00,576.0047316730937
2030,sc01,01-03 17:00:00+01:00,4640.787656159329
2030,sc01,01-03 18:00:00+01:00,6738.154786153914
2030,sc01,01-03 19:00:00+01:00,6667.387239419847
2030,sc01,01-03 20:00:00+01:00,5842.317780320279
2030,sc01,01-03 21:00:00+01:00,4577.375493588897
2030,sc01,01-03 22:00:00+01:00,3485.677972498768
2030,sc01,01-03 23:00:00+01:00,2224.1603360901945
2030,sc01,01-04 00:00:00+01:00,1514.4257950222109
2030,sc01,01-04 01:00:00+01:00,954.4721453547608
2030,sc01,01-04 02:00:00+01:00,553.2537276300661
2030,sc01,01-04 03:00:00+01:00,324.25492883761984
2030,sc01,01-04 04:00:00+01:00,235.63144884389118
2030,sc01,01-04 05:00:00+01:00,433.5578972555985
2030,sc01,01-04 06:00:00+01:00,1245.9985832196671
2030,sc01,01-04 07:00:00+01:00,2995.5476208315695
2030,sc01,01-04 08:00:00+01:00,4368.311510239611
2030,sc01,01-04 09:00:00+01:00,3761.870425463661
2030,sc01,01-04 10:00:00+01:00,319.4069431166838
2030,sc01,01-04 11:00:00+01:00,302.28426146693886
2030,sc01,01-04 12:00:00+01:00,336.03127800387915
2030,sc01,01-04 13:00:00+01:00,346.72187532475834
2030,sc01,01-04 14:00:00+01:00,283.87871010594716
2030,sc01,01-04 15:00:00+01:00,324.88310678647167
2030,sc01,01-04 16:00:00+01:00,511.8523732026401
2030,sc01,01-04 17:00:00+01:00,1810.5393246764932
2030,sc01,01-04 18:00:00+01:00,4642.453616425768
2030,sc01,01-04 19:00:00+01:00,5977.28972922485
2030,sc01,01-04 20:00:00+01:00,5041.5499595889705
2030,sc01,01-04 21:00:00+01:00,3855.667980153463
2030,sc01,01-04 22:00:00+01:00,2776.0527951852027
2030,sc01,01-04 23:00:00+01:00,2006.5159651893707
2030,sc01,01-05 00:00:00+01:00,1391.3991849435972
2030,sc01,01-05 01:00:00+01:00,854.6363913734826
2030,sc01,01-05 02:00:00+01:00,464.26665009708483
2030,sc01,01-05 03:00:00+01:00,199.08311618346085
2030,sc01,01-05 04:00:00+01:00,86.12721317376781
2030,sc01,01-05 05:00:00+01:00,118.70133206226001
2030,sc01,01-05 06:00:00+01:00,313.55106230163176
2030,sc01,01-05 07:00:00+01:00,755.7051550306253
2030,sc01,01-05 08:00:00+01:00,1294.0018264784298
2030,sc01,01-05 09:00:00+01:00,484.3668199583648
2030,sc01,01-05 10:00:00+01:00,256.5248960342909
2030,sc01,01-05 11:00:00+01:00,303.692352840078
2030,sc01,01-05 12:00:00+01:00,298.05512280671576
2030,sc01,01-05 13:00:00+01:00,253.7458041728513
2030,sc01,01-05 14:00:00+01:00,210.7746670285709
2030,sc01,01-05 15:00:00+01:00,262.1147842699057
2030,sc01,01-05 16:00:00+01:00,383.10578794002197
2030,sc01,01-05 17:00:00+01:00,2238.9425663208776
2030,sc01,01-05 18:00:00+01:00,5469.743121653264
2030,sc01,01-05 19:00:00+01:00,5651.7813439534475
2030,sc01,01-05 20:00:00+01:00,3797.956365912939
2030,sc01,01-05 21:00:00+01:00,2968.8393501801083
2030,sc01,01-05 22:00:00+01:00,2305.8286970437152
2030,sc01,01-05 23:00:00+01:00,1880.001331643955
2030,sc01,01-06 00:00:00+01:00,1346.3493378379853
2030,sc01,01-06 01:00:00+01:00,849.4984707180156
2030,sc01,01-06 02:00:00+01:00,499.9114401705275
2030,sc01,01-06 03:00:00+01:00,205.57012595013163
2030,sc01,01-06 04:00:00+01:00,40.86640564218362
2030,sc01,01-06 05:00:00+01:00,-5.852029971720185e-11
2030,sc01,01-06 06:00:00+01:00,152.88176744433002
2030,sc01,01-06 07:00:00+01:00,419.7889812521548
2030,sc01,01-06 08:00:00+01:00,1014.0358850843004
2030,sc01,01-06 09:00:00+01:00,246.719253751419
2030,sc01,01-06 10:00:00+01:00,91.20943535729208
2030,sc01,01-06 11:00:00+01:00,-9.094947017729282e-13
2030,sc01,01-06 12:00:00+01:00,-1.0231815394945443e-12
2030,sc01,01-06 13:00:00+01:00,97.29097935372113
2030,sc01,01-06 14:00:00+01:00,64.94701154274298
2030,sc01,01-06 15:00:00+01:00,118.54008221604647
2030,sc01,01-06 16:00:00+01:00,290.4180257364906
2030,sc01,01-06 17:00:00+01:00,1852.8271902989222
2030,sc01,01-06 18:00:00+01:00,5140.251390004665
2030,sc01,01-06 19:00:00+01:00,5441.592256708503
2030,sc01,01-06 20:00:00+01:00,5062.815897669504
2030,sc01,01-06 21:00:00+01:00,4228.050269262
2030,sc01,01-06 22:00:00+01:00,3279.300201566
2030,sc01,01-06 23:00:00+01:00,1992.5175862628223
2030,sc01,01-07 00:00:00+01:00,1096.606996716031
2030,sc01,01-07 01:00:00+01:00,595.8367362681233
2030,sc01,01-07 02:00:00+01:00,373.0081586662435
2030,sc01,01-07 03:00:00+01:00,166.11311689966402
2030,sc01,01-07 04:00:00+01:00,221.31970292054737
2030,sc01,01-07 05:00:00+01:00,870.9130154434359
2030,sc01,01-07 06:00:00+01:00,3974.671951956652
2030,sc01,01-07 07:00:00+01:00,6516.558807370799
2030,sc01,01-07 08:00:00+01:00,7906.5585289553055
2030,sc01,01-07 09:00:00+01:00,6604.55368657097
2030,sc01,01-07 10:00:00+01:00,3890.9790190760423
2030,sc01,01-07 11:00:00+01:00,3124.8779251221927
2030,sc01,01-07 12:00:00+01:00,2298.854210916953
2030,sc01,01-07 13:00:00+01:00,2212.6786201522395
2030,sc01,01-07 14:00:00+01:00,1912.9238872840892
2030,sc01,01-07 15:00:00+01:00,1759.3111580373288
2030,sc01,01-07 16:00:00+01:00,2295.3926647681446
2030,sc01,01-07 17:00:00+01:00,2546.7728092149846
2030,sc01,01-07 18:00:00+01:00,6415.551831121091
2030,sc01,01-07 19:00:00+01:00,6326.451106859927
2030,sc01,01-07 20:00:00+01:00,5484.4121305430635
2030,sc01,01-07 21:00:00+01:00,4463.327157172103
2030,sc01,01-07 22:00:00+01:00,3269.0744070830524
2030,sc01,01-07 23:00:00+01:00,2022.1616443203955
2030,sc01,01-08 00:00:00+01:00,1325.0516519904363
2030,sc01,01-08 01:00:00+01:00,781.1859622149589
2030,sc01,01-08 02:00:00+01:00,404.0854164612084
2030,sc01,01-08 03:00:00+01:00,182.09550919367757
2030,sc01,01-08 04:00:00+01:00,149.4420544809168
2030,sc01,01-08 05:00:00+01:00,446.6333449268775
2030,sc01,01-08 06:00:00+01:00,1571.4475660650874
2030,sc01,01-08 07:00:00+01:00,3669.953545867935
2030,sc01,01-08 08:00:00+01:00,5129.40727855939
2030,sc01,01-08 09:00:00+01:00,2562.02785040651
