Period,Scenario,LoadLevel,Node,SRMC
2030,sc01,01-04 18:00:00+01:00,N_102,0.6755641688257992
2030,sc01,01-04 18:00:00+01:00,N_103,6.993018368241156
2030,sc01,01-04 18:00:00+01:00,N_109,8.708395238000733
2030,sc01,01-04 18:00:00+01:00,N_112,5.189961972761382
2030,sc01,01-04 18:00:00+01:00,N_117,2.721696956176673
2030,sc01,01-04 18:00:00+01:00,N_116,4.439502164003007
2030,sc01,01-04 18:00:00+01:00,N_123,4.889693450701672
2030,sc01,01-04 18:00:00+01:00,N_104,5.092923962508369
2030,sc01,01-04 18:00:00+01:00,N_113,5.082759514558706
2030,sc01,01-04 18:00:00+01:00,N_118,1.5261396048378912
2030,sc01,01-04 18:00:00+01:00,N_101,1.139747636717562
2030,sc01,01-04 18:00:00+01:00,N_107,30.904588665595536
2030,sc01,01-04 18:00:00+01:00,N_111,5.081799190917827
2030,sc01,01-04 18:00:00+01:00,N_121,-0.08661744722848684
2030,sc01,01-04 18:00:00+01:00,N_120,4.774341946636533
2030,sc01,01-04 18:00:00+01:00,N_119,4.56286418918378
2030,sc01,01-04 18:00:00+01:00,N_106,-12.43020458799637
2030,sc01,01-04 18:00:00+01:00,N_110,2.121276526547917
2030,sc01,01-04 18:00:00+01:00,N_124,8.10883956998005
2030,sc01,01-04 18:00:00+01:00,N_108,30.904588665595536
2030,sc01,01-04 18:00:00+01:00,N_105,1.6197198079598365
2030,sc01,01-04 18:00:00+01:00,N_114,4.74911002456046
2030,sc01,01-04 18:00:00+01:00,N_122,1.0133462532386988
2030,sc01,01-04 18:00:00+01:00,N_115,8.799079383689808
2030,sc01,01-07 11:00:00+01:00,N_102,63.24124793483638
2030,sc01,01-07 11:00:00+01:00,N_103,79.03217525542547
2030,sc01,01-07 11:00:00+01:00,N_109,60.69612697173921
2030,sc01,01-07 11:00:00+01:00,N_112,55.13088018363897
2030,sc01,01-07 11:00:00+01:00,N_117,35.60008695412992
2030,sc01,01-07 11:00:00+01:00,N_116,42.346690456129856
2030,sc01,01-07 11:00:00+01:00,N_123,50.015763144178685
2030,sc01,01-07 11:00:00+01:00,N_104,61.841652335772096
2030,sc01,01-07 11:00:00+01:00,N_113,53.304671039693176
2030,sc01,01-07 11:00:00+01:00,N_118,30.90458866559554
2030,sc01,01-07 11:00:00+01:00,N_101,63.725867757836774
2030,sc01,01-07 11:00:00+01:00,N_107,30.90458866559554
2030,sc01,01-07 11:00:00+01:00,N_111,53.28831178969533
2030,sc01,01-07 11:00:00+01:00,N_121,24.570557120124683
2030,sc01,01-07 11:00:00+01:00,N_120,48.05073384332631
2030,sc01,01-07 11:00:00+01:00,N_119,44.44818012509697
2030,sc01,01-07 11:00:00+01:00,N_106,58.668152860961136
2030,sc01,01-07 11:00:00+01:00,N_110,57.22715154862023
2030,sc01,01-07 11:00:00+01:00,N_124,98.04034834947568
2030,sc01,01-07 11:00:00+01:00,N_108,58.961639260179716
2030,sc01,01-07 11:00:00+01:00,N_105,60.54796544488077
2030,sc01,01-07 11:00:00+01:00,N_114,47.62090445706786
2030,sc01,01-07 11:00:00+01:00,N_122,28.890615599301775
2030,sc01,01-07 11:00:00+01:00,N_115,56.4529201660439
2030,sc01,01-17 07:00:00+01:00,N_102,32.51342237934966
2030,sc01,01-17 07:00:00+01:00,N_103,38.449707254004245
2030,sc01,01-17 07:00:00+01:00,N_109,31.55663480312541
2030,sc01,01-17 07:00:00+01:00,N_112,29.464491025803095
2030,sc01,01-17 07:00:00+01:00,N_117,14.616414012552404
2030,sc01,01-17 07:00:00+01:00,N_116,24.658529312891176
2030,sc01,01-17 07:00:00+01:00,N_123,27.541564569556005
2030,sc01,01-17 07:00:00+01:00,N_104,31.98727226690342
2030,sc01,01-17 07:00:00+01:00,N_113,28.777964041094197
2030,sc01,01-17 07:00:00+01:00,N_118,7.627306798525701
2030,sc01,01-17 07:00:00+01:00,N_101,32.695605557501835
2030,sc01,01-17 07:00:00+01:00,N_107,30.90458866559554
2030,sc01,01-17 07:00:00+01:00,N_111,28.771814106619086
2030,sc01,01-17 07:00:00+01:00,N_121,-1.8007076203957404
2030,sc01,01-17 07:00:00+01:00,N_120,26.8028509094853
2030,sc01,01-17 07:00:00+01:00,N_119,25.448542532689007
2030,sc01,01-17 07:00:00+01:00,N_106,30.79425829441293
2030,sc01,01-17 07:00:00+01:00,N_110,30.252542528065675
