LoadLevel,Duration,Stage
01-01 00:00:00+01:00,0,sti502
01-01 01:00:00+01:00,0,sti502
01-01 02:00:00+01:00,1,sti148
01-01 03:00:00+01:00,0,sti148
01-01 04:00:00+01:00,0,sti702
01-01 05:00:00+01:00,1,sti702
01-01 06:00:00+01:00,0,sti702
01-01 07:00:00+01:00,0,sti702
01-01 08:00:00+01:00,0,sti99
01-01 09:00:00+01:00,0,sti99
01-01 10:00:00+01:00,1,sti525
01-01 11:00:00+01:00,0,sti230
01-01 12:00:00+01:00,1,sti230
01-01 13:00:00+01:00,0,sti230
01-01 14:00:00+01:00,0,sti230
01-01 15:00:00+01:00,0,sti663
01-01 16:00:00+01:00,0,sti895
01-01 17:00:00+01:00,0,sti762
01-01 18:00:00+01:00,0,sti762
01-01 19:00:00+01:00,1,sti762
01-01 20:00:00+01:00,0,sti762
01-01 21:00:00+01:00,0,sti358
01-01 22:00:00+01:00,0,sti358
01-01 23:00:00+01:00,0,sti161
01-02 00:00:00+01:00,0,sti99
01-02 01:00:00+01:00,1,sti99
01-02 02:00:00+01:00,0,sti99
01-02 03:00:00+01:00,0,sti99
01-02 04:00:00+01:00,0,sti161
01-02 05:00:00+01:00,0,sti358
01-02 06:00:00+01:00,0,sti762
01-02 07:00:00+01:00,0,stp19
01-02 08:00:00+01:00,0,stp94
01-02 09:00:00+01:00,0,stp75
01-02 10:00:00+01:00,0,stp50
01-02 11:00:00+01:00,0,stp92
01-02 12:00:00+01:00,0,stp92
01-02 13:00:00+01:00,0,stp92
01-02 14:00:00+01:00,1,stp92
01-02 15:00:00+01:00,1,stp50
01-02 16:00:00+01:00,0,stp32
01-02 17:00:00+01:00,0,stp78
01-02 18:00:00+01:00,0,stp78
01-02 19:00:00+01:00,1,stp87
01-02 20:00:00+01:00,0,stp91
01-02 21:00:00+01:00,0,stp27
01-02 22:00:00+01:00,0,stp56
01-02 23:00:00+01:00,1,sti10
01-03 00:00:00+01:00,0,sti385
01-03 01:00:00+01:00,0,sti385
01-03 02:00:00+01:00,0,sti161
01-03 03:00:00+01:00,0,sti161
