,Weight
sti1,942
sti10,8
sti11,3
sti12,457
sti13,3
sti14,2
sti15,3
sti16,7
sti17,379
sti18,1
sti19,6
sti2,1
sti20,5
sti21,1
sti22,16
sti23,7
sti24,5
sti25,6
sti26,953
sti27,2
sti28,1
sti29,6
sti3,447
sti30,2
sti31,5
sti32,1015
sti33,10
sti34,1
sti35,1
sti36,891
sti37,1
sti38,1
sti39,2
sti4,1
sti40,8
sti41,5
sti42,6
sti43,852
sti44,577
sti45,7
sti46,609
sti47,2
sti48,2
sti49,3
sti5,5
sti50,2
sti51,1
sti52,6
sti53,7
sti54,3
sti55,10
sti56,4
sti57,4
sti58,2
sti59,579
sti6,2
sti60,1
sti61,5
sti62,2
sti63,9
sti64,1
sti65,1
sti66,5
sti67,5
sti68,1
sti69,1
sti7,2
sti70,1
sti71,2
sti72,1
sti73,9
sti74,2
sti75,2
sti76,9
sti77,2
sti78,1
sti79,781
sti8,3
sti80,2
sti9,1
