,Weight
sti1,1481
sti10,76
sti100,8
sti11,13
sti12,272
sti13,3
sti14,9
sti15,97
sti16,98
sti17,2
sti18,41
sti19,2
sti2,113
sti20,198
sti21,55
sti22,19
sti23,2
sti24,127
sti25,8
sti26,4
sti27,20
sti28,84
sti29,6
sti3,24
sti30,3
sti31,61
sti32,12
sti33,1
sti34,3
sti35,73
sti36,1142
sti37,2
sti38,118
sti39,32
sti4,124
sti40,126
sti41,52
sti42,68
sti43,29
sti44,38
sti45,3
sti46,16
sti47,101
sti48,27
sti49,49
sti5,5
sti50,17
sti51,36
sti52,8
sti53,48
sti54,17
sti55,22
sti56,34
sti57,4
sti58,149
sti59,10
sti6,10
sti60,219
sti61,9
sti62,210
sti63,23
sti64,67
sti65,18
sti66,45
sti67,2
sti68,37
sti69,31
sti7,1218
sti70,81
sti71,10
sti72,7
sti73,111
sti74,14
sti75,2
sti76,78
sti77,4
sti78,208
sti79,9
sti8,1
sti80,57
sti81,4
sti82,2
sti83,19
sti84,214
sti85,243
sti86,3
sti87,30
sti88,18
sti89,29
sti9,49
sti90,10
sti91,12
sti92,28
sti93,75
sti94,93
sti95,1
sti96,54
sti97,98
sti98,24
sti99,67
