,Weight
sti1,224
sti10,53
sti100,204
sti11,55
sti12,190
sti13,45
sti14,52
sti15,230
sti16,197
sti17,206
sti18,104
sti19,55
sti2,243
sti20,54
sti21,30
sti22,47
sti23,79
sti24,54
sti25,64
sti26,31
sti27,207
sti28,41
sti29,60
sti3,37
sti30,70
sti31,56
sti32,233
sti33,31
sti34,218
sti35,64
sti36,268
sti37,249
sti38,66
sti39,76
sti4,43
sti40,50
sti41,155
sti42,59
sti43,47
sti44,16
sti45,45
sti46,186
sti47,47
sti48,68
sti49,46
sti5,61
sti50,32
sti51,38
sti52,50
sti53,12
sti54,52
sti55,52
sti56,69
sti57,47
sti58,75
sti59,56
sti6,278
sti60,238
sti61,59
sti62,60
sti63,50
sti64,35
sti65,41
sti66,227
sti67,55
sti68,32
sti69,256
sti7,50
sti70,46
sti71,47
sti72,23
sti73,52
sti74,30
sti75,59
sti76,201
sti77,37
sti78,196
sti79,97
sti8,49
sti80,63
sti81,150
sti82,36
sti83,26
sti84,250
sti85,71
sti86,49
sti87,56
sti88,43
sti89,65
sti9,48
sti90,25
sti91,61
sti92,34
sti93,46
sti94,56
sti95,60
sti96,65
sti97,51
sti98,36
sti99,28
