,Weight
sti1,233
sti10,68
sti11,62
sti12,196
sti13,50
sti14,52
sti15,233
sti16,263
sti17,205
sti18,103
sti19,63
sti2,242
sti20,62
sti21,30
sti22,45
sti23,95
sti24,86
sti25,62
sti26,66
sti27,270
sti28,46
sti29,85
sti3,51
sti30,86
sti31,56
sti32,234
sti33,28
sti34,217
sti35,66
sti36,282
sti37,249
sti38,85
sti39,79
sti4,52
sti40,51
sti41,153
sti42,61
sti43,54
sti44,16
sti45,46
sti46,212
sti47,75
sti48,63
sti49,49
sti5,69
sti50,27
sti51,44
sti52,52
sti53,12
sti54,58
sti55,52
sti56,69
sti57,49
sti58,81
sti59,82
sti6,278
sti60,238
sti61,64
sti62,61
sti63,56
sti64,39
sti65,44
sti66,241
sti67,64
sti68,43
sti69,256
sti7,51
sti70,47
sti71,48
sti72,23
sti73,54
sti74,30
sti75,69
sti76,203
sti77,53
sti78,205
sti79,93
sti8,49
sti80,68
sti81,156
sti82,38
sti83,26
sti84,284
sti85,74
sti86,49
sti87,68
sti88,46
sti89,66
sti9,50
sti90,25
