,Weight
sti1,90
sti10,1
sti100,1
sti101,5
sti102,93
sti103,204
sti104,210
sti105,3
sti106,3
sti107,113
sti108,1
sti109,2
sti11,1
sti110,120
sti111,1
sti112,255
sti113,117
sti114,3
sti115,4
sti116,1
sti117,1
sti118,1
sti119,1
sti12,174
sti120,1
sti121,1
sti122,1
sti123,98
sti124,55
sti125,135
sti126,1
sti127,2
sti128,2
sti129,2
sti13,2
sti130,1
sti131,1
sti132,2
sti133,2
sti134,98
sti135,1
sti136,1
sti137,1
sti138,48
sti139,1
sti14,3
sti140,1
sti141,35
sti142,2
sti143,2
sti144,65
sti145,53
sti146,190
sti147,56
sti148,1
sti149,176
sti15,1
sti150,65
sti151,4
sti152,4
sti153,3
sti154,1
sti155,68
sti156,36
sti157,3
sti158,2
sti159,107
sti16,1
sti160,99
sti161,138
sti162,2
sti163,36
sti164,45
sti165,1
sti166,198
sti167,1
sti168,103
sti169,73
sti17,1
sti170,1
sti171,144
sti172,16
sti173,79
sti174,1
sti175,2
sti176,107
sti177,2
sti178,77
sti179,92
sti18,1
sti180,1
sti181,1
sti182,1
sti183,89
sti184,92
sti185,1
sti186,4
sti187,176
sti188,157
sti189,126
sti19,142
sti190,1
sti191,67
sti192,2
sti193,1
sti194,61
sti195,82
sti196,2
sti197,5
sti198,2
sti199,70
sti2,2
sti20,4
sti200,1
sti21,3
sti22,100
sti23,1
sti24,109
sti25,136
sti26,2
sti27,2
sti28,1
sti29,3
sti3,71
sti30,1
sti31,1
sti32,1
sti33,90
sti34,1
sti35,247
sti36,1
sti37,1
sti38,1
sti39,1
sti4,1
sti40,204
sti41,5
sti42,1
sti43,2
sti44,85
sti45,81
sti46,1
sti47,5
sti48,90
sti49,129
sti5,3
sti50,141
sti51,1
sti52,3
sti53,4
sti54,3
sti55,105
sti56,1
sti57,1
sti58,56
sti59,1
sti6,185
sti60,180
sti61,73
sti62,1
sti63,128
sti64,1
sti65,68
sti66,3
sti67,250
sti68,5
sti69,4
sti7,1
sti70,1
sti71,75
sti72,1
sti73,1
sti74,1
sti75,2
sti76,3
sti77,4
sti78,1
sti79,3
sti8,2
sti80,144
sti81,4
sti82,109
sti83,1
sti84,167
sti85,71
sti86,1
sti87,107
sti88,1
sti89,1
sti9,106
sti90,104
sti91,1
sti92,1
sti93,2
sti94,2
sti95,1
sti96,1
sti97,42
sti98,1
sti99,131
