,Weight
sti1,42
sti10,64
sti100,42
sti101,44
sti102,35
sti103,29
sti104,59
sti105,25
sti106,71
sti107,17
sti108,29
sti109,55
sti11,65
sti110,40
sti111,78
sti112,102
sti113,66
sti114,50
sti115,25
sti116,59
sti117,32
sti118,61
sti119,61
sti12,93
sti120,47
sti121,74
sti122,82
sti123,34
sti124,72
sti125,42
sti126,26
sti127,28
sti128,10
sti129,74
sti13,98
sti130,26
sti131,47
sti132,56
sti133,113
sti134,63
sti135,51
sti136,60
sti137,32
sti138,83
sti139,26
sti14,34
sti140,74
sti141,67
sti142,57
sti143,65
sti144,43
sti145,75
sti146,71
sti147,52
sti148,72
sti149,45
sti15,47
sti150,50
sti16,74
sti17,51
sti18,56
sti19,113
sti2,34
sti20,51
sti21,88
sti22,98
sti23,64
sti24,56
sti25,40
sti26,21
sti27,53
sti28,44
sti29,43
sti3,100
sti30,41
sti31,94
sti32,15
sti33,51
sti34,102
sti35,95
sti36,23
sti37,51
sti38,28
sti39,71
sti4,49
sti40,46
sti41,91
sti42,61
sti43,117
sti44,75
sti45,39
sti46,62
sti47,101
sti48,42
sti49,56
sti5,56
sti50,61
sti51,59
sti52,55
sti53,52
sti54,34
sti55,29
sti56,121
sti57,45
sti58,43
sti59,89
sti6,38
sti60,36
sti61,59
sti62,61
sti63,101
sti64,51
sti65,23
sti66,7
sti67,52
sti68,55
sti69,92
sti7,34
sti70,62
sti71,35
sti72,47
sti73,88
sti74,54
sti75,93
sti76,46
sti77,116
sti78,45
sti79,107
sti8,79
sti80,96
sti81,59
sti82,124
sti83,44
sti84,31
sti85,64
sti86,46
sti87,85
sti88,54
sti89,72
sti9,41
sti90,25
sti91,48
sti92,78
sti93,55
sti94,80
sti95,90
sti96,62
sti97,49
sti98,37
sti99,35
