,Weight
sti1,47
sti10,11
sti100,11
sti101,123
sti102,13
sti103,12
sti104,36
sti105,19
sti106,21
sti107,37
sti108,13
sti109,14
sti11,26
sti110,34
sti111,11
sti112,2
sti113,21
sti114,10
sti115,43
sti116,24
sti117,32
sti118,29
sti119,34
sti12,27
sti120,6
sti121,4
sti122,49
sti123,35
sti124,48
sti125,17
sti126,5
sti127,19
sti128,36
sti129,135
sti13,24
sti130,8
sti131,9
sti132,7
sti133,41
sti134,10
sti135,31
sti136,25
sti137,25
sti138,121
sti139,17
sti14,27
sti140,44
sti141,29
sti142,8
sti143,80
sti144,12
sti145,35
sti146,16
sti147,7
sti148,33
sti149,92
sti15,28
sti150,46
sti151,96
sti152,18
sti153,33
sti154,48
sti155,17
sti156,10
sti157,32
sti158,13
sti159,24
sti16,106
sti160,39
sti161,80
sti162,10
sti163,15
sti164,13
sti165,17
sti166,7
sti167,87
sti168,10
sti169,38
sti17,23
sti170,31
sti171,23
sti172,32
sti173,31
sti174,36
sti175,16
sti176,33
sti177,30
sti178,38
sti179,38
sti18,26
sti180,11
sti181,10
sti182,38
sti183,31
sti184,8
sti185,9
sti186,11
sti187,60
sti188,19
sti189,104
sti19,6
sti190,86
sti191,41
sti192,35
sti193,36
sti194,7
sti195,31
sti196,50
sti197,48
sti198,96
sti199,9
sti2,42
sti20,43
sti200,24
sti201,26
sti202,45
sti203,25
sti204,40
sti205,15
sti206,40
sti207,14
sti208,34
sti209,33
sti21,118
sti210,15
sti211,7
sti212,17
sti213,9
sti214,25
sti215,16
sti216,15
sti217,35
sti218,115
sti219,5
sti22,48
sti220,15
sti221,8
sti222,12
sti223,22
sti224,11
sti225,105
sti226,27
sti227,16
sti228,3
sti229,31
sti23,7
sti230,97
sti231,86
sti232,10
sti233,34
sti234,80
sti235,18
sti236,5
sti237,28
sti238,27
sti239,17
sti24,12
sti240,38
sti241,82
sti242,3
sti243,9
sti244,32
sti245,25
sti246,9
sti247,3
sti248,29
sti249,14
sti25,128
sti250,19
sti26,38
sti27,108
sti28,8
sti29,37
sti3,8
sti30,13
sti31,14
sti32,33
sti33,18
sti34,15
sti35,32
sti36,2
sti37,39
sti38,14
sti39,28
sti4,16
sti40,30
sti41,13
sti42,8
sti43,167
sti44,22
sti45,60
sti46,21
sti47,14
sti48,27
sti49,15
sti5,117
sti50,129
sti51,5
sti52,121
sti53,98
sti54,36
sti55,102
sti56,39
sti57,6
sti58,9
sti59,6
sti6,17
sti60,136
sti61,96
sti62,30
sti63,18
sti64,11
sti65,28
sti66,14
sti67,34
sti68,28
sti69,6
sti7,19
sti70,32
sti71,30
sti72,10
sti73,29
sti74,13
sti75,28
sti76,15
sti77,20
sti78,9
sti79,13
sti8,86
sti80,11
sti81,36
sti82,46
sti83,98
sti84,1
sti85,32
sti86,24
sti87,44
sti88,108
sti89,37
sti9,103
sti90,5
sti91,54
sti92,38
sti93,20
sti94,44
sti95,142
sti96,91
sti97,28
sti98,14
sti99,107
