,Weight
sti1,30
sti10,1
sti100,1
sti101,94
sti102,1
sti103,2
sti104,1
sti105,1
sti106,1
sti107,1
sti108,35
sti109,1
sti11,93
sti110,1
sti111,58
sti112,1
sti113,1
sti114,1
sti115,1
sti116,95
sti117,88
sti118,1
sti119,1
sti12,1
sti120,1
sti121,1
sti122,1
sti123,1
sti124,1
sti125,1
sti126,1
sti127,1
sti128,1
sti129,1
sti13,1
sti130,1
sti131,1
sti132,1
sti133,1
sti134,1
sti135,1
sti136,1
sti137,2
sti138,1
sti139,1
sti14,1
sti140,1
sti141,1
sti142,1
sti143,1
sti144,114
sti145,1
sti146,45
sti147,1
sti148,2
sti149,1
sti15,1
sti150,1
sti151,1
sti152,1
sti153,56
sti154,1
sti155,1
sti156,1
sti157,56
sti158,1
sti159,1
sti16,58
sti160,1
sti161,1
sti162,1
sti163,1
sti164,1
sti165,1
sti166,1
sti167,1
sti168,27
sti169,1
sti17,1
sti170,83
sti171,1
sti172,19
sti173,1
sti174,34
sti175,32
sti176,34
sti177,1
sti178,1
sti179,85
sti18,1
sti180,1
sti181,1
sti182,1
sti183,1
sti184,1
sti185,1
sti186,1
sti187,1
sti188,42
sti189,1
sti19,1
sti190,47
sti191,1
sti192,1
sti193,1
sti194,1
sti195,1
sti196,76
sti197,87
sti198,1
sti199,1
sti2,1
sti20,1
sti200,1
sti201,1
sti202,1
sti203,1
sti204,1
sti205,1
sti206,91
sti207,1
sti208,1
sti209,1
sti21,1
sti210,1
sti211,2
sti212,1
sti213,83
sti214,63
sti215,33
sti216,1
sti217,1
sti218,90
sti219,1
sti22,3
sti220,1
sti221,77
sti222,89
sti223,5
sti224,68
sti225,1
sti226,1
sti227,113
sti228,50
sti229,1
sti23,1
sti230,18
sti231,1
sti232,1
sti233,52
sti234,24
sti235,1
sti236,1
sti237,1
sti238,1
sti239,26
sti24,1
sti240,1
sti241,61
sti242,86
sti243,1
sti244,2
sti245,1
sti246,81
sti247,1
sti248,115
sti249,2
sti25,69
sti250,81
sti251,1
sti252,18
sti253,1
sti254,71
sti255,1
sti256,1
sti257,41
sti258,1
sti259,78
sti26,1
sti260,1
sti261,42
sti262,1
sti263,1
sti264,54
sti265,1
sti266,1
sti267,51
sti268,1
sti269,78
sti27,1
sti270,1
sti271,1
sti272,74
sti273,3
sti274,51
sti275,1
sti276,1
sti277,70
sti278,42
sti279,1
sti28,2
sti280,45
sti281,37
sti282,119
sti283,87
sti284,12
sti285,2
sti286,32
sti287,1
sti288,2
sti289,1
sti29,2
sti290,1
sti291,59
sti292,79
sti293,84
sti294,52
sti295,1
sti296,1
sti297,1
sti298,1
sti299,1
sti3,29
sti30,1
sti300,49
sti301,65
sti302,53
sti303,76
sti304,31
sti305,53
sti306,24
sti307,82
sti308,1
sti309,47
sti31,1
sti310,2
sti311,1
sti312,47
sti313,1
sti314,1
sti315,44
sti316,62
sti317,20
sti318,71
sti319,1
sti32,1
sti320,11
sti321,37
sti322,52
sti323,28
sti324,1
sti325,44
sti326,75
sti327,1
sti328,61
sti329,30
sti33,1
sti330,52
sti331,50
sti332,1
sti333,73
sti334,37
sti335,2
sti336,86
sti337,76
sti338,60
sti339,47
sti34,59
sti340,48
sti341,1
sti342,75
sti343,93
sti344,77
sti345,42
sti346,1
sti347,69
sti348,48
sti349,1
sti35,1
sti350,79
sti351,39
sti352,64
sti353,34
sti354,51
sti355,1
sti356,32
sti357,1
sti358,56
sti359,75
sti36,1
sti360,41
sti361,55
sti362,26
sti363,48
sti364,96
sti365,83
sti366,1
sti367,1
sti368,52
sti369,31
sti37,1
sti370,17
sti371,51
sti372,54
sti373,49
sti374,13
sti375,1
sti376,45
sti377,1
sti378,48
sti379,43
sti38,1
sti380,61
sti381,1
sti382,51
sti383,40
sti384,35
sti385,1
sti386,1
sti387,1
sti388,58
sti389,18
sti39,1
sti390,40
sti391,9
sti392,12
sti393,1
sti394,57
sti395,31
sti396,1
sti397,35
sti398,55
sti399,36
sti4,1
sti40,1
sti400,72
sti41,1
sti42,1
sti43,1
sti44,1
sti45,1
sti46,1
sti47,1
sti48,1
sti49,77
sti5,1
sti50,1
sti51,71
sti52,1
sti53,1
sti54,1
sti55,1
sti56,75
sti57,1
sti58,1
sti59,1
sti6,1
sti60,69
sti61,1
sti62,1
sti63,1
sti64,2
sti65,1
sti66,1
sti67,1
sti68,1
sti69,1
sti7,1
sti70,1
sti71,1
sti72,1
sti73,1
sti74,1
sti75,1
sti76,1
sti77,1
sti78,1
sti79,1
sti8,1
sti80,1
sti81,67
sti82,1
sti83,1
sti84,1
sti85,1
sti86,2
sti87,1
sti88,1
sti89,64
sti9,1
sti90,1
sti91,1
sti92,1
sti93,1
sti94,1
sti95,68
sti96,65
sti97,1
sti98,1
sti99,1
