,Weight
sti1,4
sti10,3
sti100,1
sti1000,7
sti1001,6
sti1002,3
sti1003,13
sti1004,9
sti1005,2
sti1006,3
sti1007,4
sti1008,4
sti1009,2
sti101,2
sti1010,3
sti1011,3
sti1012,3
sti1013,6
sti1014,2
sti1015,4
sti1016,4
sti1017,2
sti1018,4
sti1019,3
sti102,7
sti1020,7
sti1021,4
sti1022,6
sti1023,2
sti1024,5
sti1025,3
sti1026,2
sti1027,1
sti1028,3
sti1029,7
sti103,10
sti1030,1
sti1031,5
sti1032,4
sti1033,2
sti1034,4
sti1035,6
sti1036,6
sti1037,11
sti1038,15
sti1039,15
sti104,2
sti1040,2
sti1041,4
sti1042,6
sti1043,6
sti1044,5
sti1045,3
sti1046,1
sti1047,1
sti1048,6
sti1049,4
sti105,2
sti1050,3
sti1051,9
sti1052,5
sti1053,6
sti1054,2
sti1055,2
sti1056,15
sti1057,2
sti1058,3
sti1059,1
sti106,4
sti1060,7
sti1061,5
sti1062,2
sti1063,5
sti1064,6
sti1065,6
sti1066,8
sti1067,2
sti1068,1
sti1069,4
sti107,3
sti1070,7
sti1071,2
sti1072,1
sti1073,12
sti1074,3
sti1075,2
sti1076,5
sti1077,3
sti1078,1
sti1079,3
sti108,7
sti1080,4
sti1081,2
sti1082,4
sti1083,1
sti1084,3
sti1085,8
sti1086,6
sti1087,2
sti1088,6
sti1089,3
sti109,6
sti1090,4
sti1091,5
sti1092,5
sti1093,3
sti1094,3
sti1095,1
sti1096,2
sti1097,6
sti1098,9
sti1099,11
sti11,6
sti110,3
sti1100,9
sti1101,4
sti1102,3
sti1103,5
sti1104,3
sti1105,1
sti1106,1
sti1107,4
sti1108,4
sti1109,3
sti111,7
sti1110,4
sti1111,2
sti1112,4
sti1113,9
sti1114,6
sti1115,8
sti1116,13
sti1117,2
sti1118,4
sti1119,3
sti112,6
sti1120,2
sti1121,4
sti1122,4
sti1123,3
sti1124,2
sti1125,6
sti1126,4
sti1127,9
sti1128,1
sti1129,6
sti113,4
sti1130,5
sti1131,5
sti1132,2
sti1133,6
sti1134,8
sti1135,6
sti1136,3
sti1137,1
sti1138,1
sti1139,4
sti114,5
sti1140,7
sti1141,3
sti1142,7
sti1143,1
sti1144,1
sti1145,7
sti1146,3
sti1147,3
sti1148,3
sti1149,4
sti115,10
sti1150,12
sti1151,2
sti1152,5
sti1153,3
sti1154,7
sti1155,4
sti1156,5
sti1157,3
sti1158,3
sti1159,3
sti116,3
sti1160,2
sti1161,2
sti1162,2
sti1163,1
sti1164,3
sti1165,5
sti1166,8
sti1167,6
sti1168,3
sti1169,5
sti117,9
sti1170,3
sti1171,5
sti1172,2
sti1173,6
sti1174,5
sti1175,5
sti1176,8
sti1177,2
sti1178,4
sti1179,1
sti118,2
sti1180,3
sti1181,1
sti1182,2
sti1183,3
sti1184,7
sti1185,7
sti1186,3
sti1187,4
sti1188,4
sti1189,1
sti119,3
