,Weight
sti1,54
sti10,160
sti100,118
sti101,83
sti102,37
sti103,94
sti104,49
sti105,61
sti106,75
sti107,80
sti108,81
sti109,42
sti11,49
sti110,98
sti111,24
sti112,52
sti113,22
sti114,87
sti115,93
sti116,80
sti117,38
sti118,55
sti119,45
sti12,123
sti120,7
sti13,53
sti14,95
sti15,142
sti16,105
sti17,77
sti18,120
sti19,91
sti2,50
sti20,88
sti21,71
sti22,23
sti23,69
sti24,107
sti25,50
sti26,30
sti27,101
sti28,124
sti29,86
sti3,112
sti30,47
sti31,46
sti32,53
sti33,120
sti34,75
sti35,66
sti36,75
sti37,98
sti38,47
sti39,29
sti4,65
sti40,130
sti41,78
sti42,78
sti43,92
sti44,65
sti45,67
sti46,48
sti47,67
sti48,80
sti49,73
sti5,75
sti50,120
sti51,135
sti52,79
sti53,79
sti54,53
sti55,93
sti56,105
sti57,51
sti58,73
sti59,98
sti6,66
sti60,131
sti61,63
sti62,122
sti63,96
sti64,70
sti65,57
sti66,121
sti67,76
sti68,89
sti69,43
sti7,59
sti70,131
sti71,42
sti72,73
sti73,141
sti74,58
sti75,52
sti76,63
sti77,75
sti78,45
sti79,32
sti8,51
sti80,103
sti81,33
sti82,73
sti83,25
sti84,49
sti85,21
sti86,52
sti87,19
sti88,86
sti89,82
sti9,44
sti90,50
sti91,77
sti92,94
sti93,68
sti94,79
sti95,63
sti96,82
sti97,42
sti98,29
sti99,48
