Period,Scenario,LoadLevel,Area,Node,Technology,GWh
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Coal,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Gas,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Nuclear,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Oil,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Solar,37.0968
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Wind,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Coal,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Gas,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Nuclear,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Oil,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Solar,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,Wind,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,ENS,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,EnergyDemand,-6.06394716804
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,PowerFlowOut,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_101,PowerFlowIn,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Coal,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Gas,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Nuclear,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Oil,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Solar,8.63242806599907
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Wind,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Coal,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Gas,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Nuclear,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Oil,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Solar,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,Wind,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,ENS,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,EnergyDemand,-5.44632292122
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,PowerFlowOut,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_102,PowerFlowIn,11.790416544707506
2030,sc01,01-03 11:00:00+01:00,Area_11,N_103,Coal,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_103,Gas,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_103,Nuclear,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_103,Oil,0.0
2030,sc01,01-03 11:00:00+01:00,Area_11,N_103,Solar,23.271599999999996
