Period,Scenario,LoadLevel,Area,Node,Technology,GWh
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Gas,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Nuclear,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Oil,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Solar,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Wind,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Gas,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Nuclear,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Oil,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Solar,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,Wind,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,ENS,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,EnergyDemand,-35.037805680960005
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,PowerFlowOut,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_101,PowerFlowIn,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Gas,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Nuclear,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Oil,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Solar,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Wind,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Gas,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Nuclear,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Oil,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Solar,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,Wind,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,ENS,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,EnergyDemand,-31.469140288080002
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,PowerFlowOut,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_102,PowerFlowIn,12.456930384676845
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Gas,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Nuclear,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Oil,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Solar,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Wind,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Gas,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Nuclear,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Oil,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Solar,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,Wind,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,ENS,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,EnergyDemand,-58.39634279664
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,PowerFlowOut,103.70892232525993
2030,sc01,02-03 04:00:00+01:00,Area_11,N_103,PowerFlowIn,-45.31257952861993
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Gas,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Nuclear,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Oil,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Solar,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Wind,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Gas,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Nuclear,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Oil,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Solar,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,Wind,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,ENS,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,EnergyDemand,-24.007385378400002
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,PowerFlowOut,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_104,PowerFlowIn,-17.80019106665521
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Gas,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Nuclear,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Oil,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Solar,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Wind,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Gas,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Nuclear,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Oil,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Solar,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,Wind,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,ENS,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,EnergyDemand,-23.034112991759997
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,PowerFlowOut,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_105,PowerFlowIn,-2.1821565370169536
2030,sc01,02-03 04:00:00+01:00,Area_11,N_106,Coal,0.0
2030,sc01,02-03 04:00:00+01:00,Area_11,N_106,Gas,0.0
