Period,Scenario,LoadLevel,MEUR
2030,sc01,02-13 08:00:00+01:00,0.3086066925942716
2030,sc01,02-22 18:00:00+01:00,0.8558391273877648
2030,sc01,03-05 20:00:00+01:00,0.27722351106116105
2030,sc01,03-07 04:00:00+01:00,5.213889538573612
2030,sc01,03-21 19:00:00+01:00,3.9096136454641353
2030,sc01,04-01 16:00:00+02:00,0.3942124779183734
2030,sc01,04-14 06:00:00+02:00,0.1941173077943507
2030,sc01,05-10 07:00:00+02:00,0.2626410782584654
2030,sc01,05-19 08:00:00+02:00,0.638426286074042
2030,sc01,06-21 20:00:00+02:00,9.689927555377109
2030,sc01,06-23 22:00:00+02:00,3.7178557539408565
2030,sc01,07-02 01:00:00+02:00,1.3490582572124412
2030,sc01,07-19 03:00:00+02:00,3.8258165112605704
2030,sc01,07-31 20:00:00+02:00,10.569687767172734
2030,sc01,08-05 13:00:00+02:00,10.031438356632448
2030,sc01,08-09 00:00:00+02:00,8.81152321183607
2030,sc01,08-18 18:00:00+02:00,15.622521411436463
2030,sc01,10-22 14:00:00+02:00,0.42033393149418474
2030,sc01,10-24 21:00:00+02:00,6.506534534985835
2030,sc01,11-24 05:00:00+01:00,0.8086346311894019
