LoadLevel,vTotalCCost,vTotalECost,vTotalGCost,vTotalRCost
01-01 00:00:00+01:00,0.0,6.843888965559524,4.313198140685668,0.0
01-01 01:00:00+01:00,0.0,6.860532549603469,4.321339973382382,0.0
01-01 02:00:00+01:00,0.0,7.235013211329146,4.504531217454229,0.0
01-01 03:00:00+01:00,0.0,8.067268438715653,4.9107899604855145,0.0
01-01 04:00:00+01:00,0.0,11.20952132215527,6.411739667296103,0.0
01-01 05:00:00+01:00,0.0,15.666390201169378,8.540637717592132,0.0
01-01 06:00:00+01:00,0.0,17.4940270508682,9.413639062672637,0.0
01-01 07:00:00+01:00,0.0,0.0,0.8856322923532242,0.0
01-01 08:00:00+01:00,0.0,0.0,0.7152599984659946,0.0
01-01 09:00:00+01:00,0.0,0.0,0.6793679362561565,0.0
01-01 10:00:00+01:00,0.0,0.0,0.6563131804718219,0.0
01-01 11:00:00+01:00,0.0,0.0,0.6384981425293227,0.0
01-01 12:00:00+01:00,0.0,0.0,0.6225170051109974,0.0
01-01 13:00:00+01:00,0.0,0.0,0.6122995562992317,0.0
01-01 14:00:00+01:00,0.0,0.0,0.6075838111542455,0.0
01-01 15:00:00+01:00,0.0,0.0,1.4204290947460587,0.0
01-01 16:00:00+01:00,0.0,13.610879649576392,8.647659004879118,0.0
01-01 17:00:00+01:00,0.0,15.463319427993754,8.443637562324481,0.0
01-01 18:00:00+01:00,0.0,15.035802024427182,8.239426715783562,0.0
01-01 19:00:00+01:00,0.0,14.405213870153291,7.938215724721935,0.0
01-01 20:00:00+01:00,0.0,13.176101353630465,7.351109549772994,0.0
01-01 21:00:00+01:00,0.0,10.5361814309751,6.090107593158727,0.0
01-01 22:00:00+01:00,0.0,7.93404375095273,4.846488192209955,0.0
01-01 23:00:00+01:00,0.0,6.98535943166744,4.38240371886481,0.0
01-02 00:00:00+01:00,0.0,6.511017269583886,4.150361481069458,0.0
01-02 01:00:00+01:00,0.0,6.452764723236492,4.121865065838998,0.0
01-02 02:00:00+01:00,0.0,6.677453116221864,4.231779810307753,0.0
01-02 03:00:00+01:00,0.0,7.468023374904069,4.618516867674758,0.0
01-02 04:00:00+01:00,0.0,9.937657064230724,5.804212407130438,0.0
01-02 05:00:00+01:00,0.0,13.67843428323956,7.591057285071413,0.0
01-02 06:00:00+01:00,0.0,15.281624534013403,8.356847953785378,0.0
01-02 07:00:00+01:00,0.0,0.0,0.7961806025787239,0.0
01-02 08:00:00+01:00,0.0,0.0,0.6722943178090928,0.0
01-02 09:00:00+01:00,0.0,0.0,0.654217293487757,0.0
01-02 10:00:00+01:00,0.0,0.0,0.6379741704809613,0.0
01-02 11:00:00+01:00,0.0,0.0,0.6322104818473409,0.0
01-02 12:00:00+01:00,0.0,0.0,0.6261848068956383,0.0
01-02 13:00:00+01:00,0.0,0.0,0.6180632456962892,0.0
01-02 14:00:00+01:00,0.0,0.0,0.6162293443073835,0.0
01-02 15:00:00+01:00,0.0,0.0,0.7252486548760612,0.0
01-02 16:00:00+01:00,0.0,11.914925021545812,6.748687556290511,0.0
01-02 17:00:00+01:00,0.0,15.01442616683523,8.229216179498303,0.0
01-02 18:00:00+01:00,0.0,14.736539839816992,8.09647912213196,0.0
01-02 19:00:00+01:00,0.0,13.731873981517674,7.616583651835476,0.0
01-02 20:00:00+01:00,0.0,12.31037861948784,6.937582589165589,0.0
01-02 21:00:00+01:00,0.0,9.841465657782566,5.758264971017481,0.0
01-02 22:00:00+01:00,0.0,7.418092632635446,4.594091374642395,0.0
01-02 23:00:00+01:00,0.0,6.344581426389175,4.068943153539062,0.0
01-03 00:00:00+01:00,0.0,5.986744358608035,3.893893746900583,0.0
01-03 01:00:00+01:00,0.0,5.612263706154761,3.710702507395418,0.0
01-03 02:00:00+01:00,0.0,5.80366492999393,3.804333586065365,0.0
01-03 03:00:00+01:00,0.0,6.511017269583979,4.150361481069504,0.0
01-03 04:00:00+01:00,0.0,8.473409989485258,5.10479027302323,0.0
01-03 05:00:00+01:00,0.0,12.31037861948784,6.937582589165589,0.0
01-03 06:00:00+01:00,0.0,13.999072352174212,7.744215427869348,0.0
