Period,Scenario,LoadLevel,InitialNode,FinalNode,Circuit,GWh
2030,sc01,01-02 16:00:00+01:00,bus019,bus020,eac1,0.544964449047947
2030,sc01,01-02 16:00:00+01:00,bus077,bus078,eac1,0.1413163561992879
2030,sc01,01-02 16:00:00+01:00,bus050,bus057,eac1,0.0037851485238152164
2030,sc01,01-02 16:00:00+01:00,bus026,bus030,cac1,0.0
2030,sc01,01-02 16:00:00+01:00,bus062,bus067,eac1,0.19231315961422077
2030,sc01,01-02 16:00:00+01:00,bus001,bus002,eac1,0.18462602000490566
2030,sc01,01-02 16:00:00+01:00,bus042,bus049,eac1,0.4877632053436336
2030,sc01,01-02 16:00:00+01:00,bus044,bus045,eac1,0.15898326074942315
2030,sc01,01-02 16:00:00+01:00,bus109,bus110,eac1,0.6213970106045704
2030,sc01,01-02 16:00:00+01:00,bus038,bus037,cac1,0.6965251274238055
2030,sc01,01-02 16:00:00+01:00,bus085,bus088,eac1,0.26779755552210593
2030,sc01,01-02 16:00:00+01:00,bus106,bus107,eac1,0.30163861523758645
2030,sc01,01-02 16:00:00+01:00,bus020,bus021,eac1,0.6715965417207325
2030,sc01,01-02 16:00:00+01:00,bus056,bus059,eac2,0.09936691221945138
2030,sc01,01-02 16:00:00+01:00,bus063,bus064,eac1,0.428564856781724
2030,sc01,01-02 16:00:00+01:00,bus068,bus081,eac1,0.262459445928785
2030,sc01,01-02 16:00:00+01:00,bus068,bus069,eac1,0.11818601137693781
2030,sc01,01-02 16:00:00+01:00,bus007,bus012,eac1,0.16648753932071672
2030,sc01,01-02 16:00:00+01:00,bus055,bus059,eac1,0.12862035834984414
2030,sc01,01-02 16:00:00+01:00,bus012,bus016,eac1,0.5908467160629561
2030,sc01,01-02 16:00:00+01:00,bus045,bus049,eac1,0.4004913196727477
2030,sc01,01-02 16:00:00+01:00,bus069,bus070,eac1,0.3700177944056879
2030,sc01,01-02 16:00:00+01:00,bus090,bus091,eac1,0.7091851042002266
2030,sc01,01-02 16:00:00+01:00,bus082,bus096,eac1,0.06203851179859186
2030,sc01,01-02 16:00:00+01:00,bus114,bus115,eac1,0.2440381833157576
2030,sc01,01-02 16:00:00+01:00,bus099,bus100,cac1,0.19190219551502474
2030,sc01,01-02 16:00:00+01:00,bus025,bus027,cac1,0.0
2030,sc01,01-02 16:00:00+01:00,bus089,bus090,eac2,0.19898342895380164
