,Weight
sti1,57
sti10,122
sti100,78
sti101,84
sti102,37
sti103,90
sti104,47
sti105,60
sti106,75
sti107,66
sti108,83
sti109,41
sti11,45
sti110,89
sti111,24
sti112,53
sti113,21
sti114,87
sti115,93
sti116,80
sti117,39
sti118,33
sti119,45
sti12,98
sti120,7
sti121,87
sti122,21
sti123,55
sti124,37
sti125,73
sti126,119
sti127,62
sti128,59
sti129,31
sti13,53
sti130,63
sti14,95
sti15,136
sti16,106
sti17,77
sti18,117
sti19,91
sti2,50
sti20,88
sti21,64
sti22,23
sti23,69
sti24,96
sti25,24
sti26,20
sti27,97
sti28,118
sti29,78
sti3,81
sti30,31
sti31,46
sti32,55
sti33,118
sti34,85
sti35,32
sti36,71
sti37,97
sti38,46
sti39,29
sti4,59
sti40,106
sti41,44
sti42,78
sti43,95
sti44,65
sti45,44
sti46,48
sti47,67
sti48,81
sti49,76
sti5,75
sti50,118
sti51,103
sti52,79
sti53,77
sti54,52
sti55,93
sti56,100
sti57,41
sti58,73
sti59,98
sti6,53
sti60,125
sti61,62
sti62,110
sti63,81
sti64,64
sti65,61
sti66,121
sti67,76
sti68,85
sti69,35
sti7,58
sti70,69
sti71,47
sti72,64
sti73,140
sti74,32
sti75,51
sti76,62
sti77,74
sti78,40
sti79,31
sti8,51
sti80,92
sti81,33
sti82,71
sti83,20
sti84,49
sti85,21
sti86,51
sti87,19
sti88,80
sti89,82
sti9,42
sti90,43
sti91,76
sti92,109
sti93,68
sti94,84
sti95,69
sti96,96
sti97,36
sti98,29
sti99,48
