Period,Scenario,LoadLevel,MW
2030,sc01,01-01 00:00:00+01:00,201.93307643371287
2030,sc01,01-01 01:00:00+01:00,65.31974302541019
2030,sc01,01-01 02:00:00+01:00,21.852061970265183
2030,sc01,01-01 03:00:00+01:00,4.156675004196586e-12
2030,sc01,01-01 04:00:00+01:00,-4.725109192804666e-13
2030,sc01,01-01 05:00:00+01:00,-2.7213786779611837e-12
2030,sc01,01-01 06:00:00+01:00,-7.673861546209082e-13
2030,sc01,01-01 07:00:00+01:00,-1.2638778912332782e-12
2030,sc01,01-01 08:00:00+01:00,-1.1324274851176597e-12
2030,sc01,01-01 09:00:00+01:00,3.552713678800501e-15
2030,sc01,01-01 10:00:00+01:00,2.0161650127192843e-12
2030,sc01,01-01 11:00:00+01:00,-1.8189894035458565e-12
2030,sc01,01-01 12:00:00+01:00,-1.880451350189105e-11
2030,sc01,01-01 13:00:00+01:00,-3.2223113066720543e-12
2030,sc01,01-01 14:00:00+01:00,-5.7980287238024175e-12
2030,sc01,01-01 15:00:00+01:00,-3.801403636316536e-12
2030,sc01,01-01 16:00:00+01:00,6.714628852932947e-13
2030,sc01,01-01 17:00:00+01:00,-1.1368683772161603e-13
2030,sc01,01-01 18:00:00+01:00,558.0081357389842
2030,sc01,01-01 19:00:00+01:00,896.1024552995672
2030,sc01,01-01 20:00:00+01:00,903.929965600902
2030,sc01,01-01 21:00:00+01:00,809.7109777057271
2030,sc01,01-01 22:00:00+01:00,647.7698025086579
2030,sc01,01-01 23:00:00+01:00,373.87996827197236
2030,sc01,01-02 00:00:00+01:00,88.13595109615716
2030,sc01,01-02 01:00:00+01:00,14.156973950654113
2030,sc01,01-02 02:00:00+01:00,-1.6058265828178264e-12
2030,sc01,01-02 03:00:00+01:00,1.8349766151004587e-12
2030,sc01,01-02 04:00:00+01:00,2.984279490192421e-13
2030,sc01,01-02 05:00:00+01:00,3.771205570046732e-12
2030,sc01,01-02 06:00:00+01:00,57.58504559503881
2030,sc01,01-02 07:00:00+01:00,711.9508582347389
2030,sc01,01-02 08:00:00+01:00,1468.960677688042
2030,sc01,01-02 09:00:00+01:00,689.8222210772988
2030,sc01,01-02 10:00:00+01:00,347.96681261665697
2030,sc01,01-02 11:00:00+01:00,380.472075597655
2030,sc01,01-02 12:00:00+01:00,397.5069249341524
2030,sc01,01-02 13:00:00+01:00,386.53186915823085
2030,sc01,01-02 14:00:00+01:00,372.1562007873382
2030,sc01,01-02 15:00:00+01:00,408.5509861863138
2030,sc01,01-02 16:00:00+01:00,525.5064918529388
2030,sc01,01-02 17:00:00+01:00,1967.293874436573
2030,sc01,01-02 18:00:00+01:00,5254.922118381304
2030,sc01,01-02 19:00:00+01:00,5515.8162295985585
2030,sc01,01-02 20:00:00+01:00,5064.174627296967
2030,sc01,01-02 21:00:00+01:00,4329.27211774955
2030,sc01,01-02 22:00:00+01:00,3488.9234783500447
2030,sc01,01-02 23:00:00+01:00,2357.7228449102913
2030,sc01,01-03 00:00:00+01:00,1322.9695221501906
2030,sc01,01-03 01:00:00+01:00,808.0935116349611
2030,sc01,01-03 02:00:00+01:00,521.565999965917
2030,sc01,01-03 03:00:00+01:00,274.6610084576525
2030,sc01,01-03 04:00:00+01:00,254.0899406253073
2030,sc01,01-03 05:00:00+01:00,443.1917762399061
2030,sc01,01-03 06:00:00+01:00,1681.529022598915
2030,sc01,01-03 07:00:00+01:00,3586.6058860308112
2030,sc01,01-03 08:00:00+01:00,5014.555712162748
2030,sc01,01-03 09:00:00+01:00,4246.001524174325
2030,sc01,01-03 10:00:00+01:00,1453.2188454003344
2030,sc01,01-03 11:00:00+01:00,1171.5201099701515
2030,sc01,01-03 12:00:00+01:00,1140.1717131683686
2030,sc01,01-03 13:00:00+01:00,486.98469250004104
2030,sc01,01-03 14:00:00+01:00,418.02207755899065
2030,sc01,01-03 15:00:00+01:00,403.38256218116356
2030,sc01,01-03 16:00:00+01:00,719.768561438649
2030,sc01,01-03 17:00:00+01:00,4640.838787782219
2030,sc01,01-03 18:00:00+01:00,6738.330236786994
2030,sc01,01-03 19:00:00+01:00,6667.563353204936
2030,sc01,01-03 20:00:00+01:00,5838.931854403371
2030,sc01,01-03 21:00:00+01:00,4572.62217447069
2030,sc01,01-03 22:00:00+01:00,3491.0186766333222
2030,sc01,01-03 23:00:00+01:00,2177.9563857764942
2030,sc01,01-04 00:00:00+01:00,1343.3354697808245
2030,sc01,01-04 01:00:00+01:00,832.433247541924
2030,sc01,01-04 02:00:00+01:00,478.65103243702765
2030,sc01,01-04 03:00:00+01:00,323.27874245598935
2030,sc01,01-04 04:00:00+01:00,269.75950051951963
2030,sc01,01-04 05:00:00+01:00,393.75083984204315
2030,sc01,01-04 06:00:00+01:00,1168.210370169709
2030,sc01,01-04 07:00:00+01:00,2995.6172306490976
2030,sc01,01-04 08:00:00+01:00,4343.895077411589
2030,sc01,01-04 09:00:00+01:00,3761.965949316456
2030,sc01,01-04 10:00:00+01:00,638.6939033131863
2030,sc01,01-04 11:00:00+01:00,562.5231678365266
2030,sc01,01-04 12:00:00+01:00,533.1445649032179
2030,sc01,01-04 13:00:00+01:00,488.3600392804394
2030,sc01,01-04 14:00:00+01:00,372.9284327716646
2030,sc01,01-04 15:00:00+01:00,383.2119620925537
2030,sc01,01-04 16:00:00+01:00,642.5687098047915
