,Weight
sti1,5
sti10,4
sti100,9
sti1000,2
sti101,21
sti102,6
sti103,5
sti104,9
sti105,4
sti106,21
sti107,3
sti108,19
sti109,6
sti11,22
sti110,2
sti111,1
sti112,1
sti113,8
sti114,2
sti115,25
sti116,1
sti117,40
sti118,6
sti119,31
sti12,8
sti120,6
sti121,2
sti122,3
sti123,4
sti124,5
sti125,5
sti126,3
sti127,3
sti128,28
sti129,2
sti13,34
sti130,5
sti131,9
sti132,15
sti133,5
sti134,12
sti135,6
sti136,2
sti137,12
sti138,4
sti139,5
sti14,5
sti140,10
sti141,4
sti142,11
sti143,13
sti144,4
sti145,6
sti146,4
sti147,3
sti148,12
sti149,6
sti15,27
sti150,9
sti151,6
sti152,27
sti153,4
sti154,7
sti155,10
sti156,30
sti157,5
sti158,25
sti159,7
sti16,4
sti160,8
sti161,24
sti162,7
sti163,4
sti164,14
sti165,11
sti166,9
sti167,1
sti168,7
sti169,24
sti17,3
sti170,2
sti171,2
sti172,9
sti173,7
sti174,3
sti175,2
sti176,4
sti177,11
sti178,5
sti179,20
sti18,43
sti180,31
sti181,29
sti182,2
sti183,9
sti184,2
sti185,1
sti186,8
sti187,3
sti188,9
sti189,28
sti19,9
sti190,10
sti191,9
sti192,11
sti193,3
sti194,3
sti195,6
sti196,2
sti197,8
sti198,10
sti199,5
sti2,12
sti20,2
sti200,4
sti201,34
sti202,10
sti203,4
sti204,34
sti205,7
sti206,7
sti207,8
sti208,7
sti209,3
sti21,3
sti210,9
sti211,10
sti212,2
sti213,7
sti214,4
sti215,3
sti216,8
sti217,1
sti218,5
sti219,6
sti22,4
sti220,5
sti221,5
sti222,2
sti223,1
sti224,2
sti225,11
sti226,3
sti227,2
sti228,6
sti229,4
sti23,9
sti230,7
sti231,7
sti232,2
sti233,38
sti234,11
sti235,11
sti236,9
sti237,7
sti238,9
sti239,8
sti24,27
sti240,48
sti241,2
sti242,10
sti243,2
sti244,9
sti245,5
sti246,8
sti247,24
sti248,3
sti249,21
sti25,13
sti250,5
sti251,9
sti252,12
sti253,12
sti254,11
sti255,5
sti256,4
sti257,16
sti258,4
sti259,4
sti26,14
sti260,3
sti261,8
sti262,8
sti263,1
sti264,15
