,Weight
sti1,61
sti10,213
sti100,23
sti101,24
sti102,30
sti103,72
sti104,171
sti105,6
sti106,34
sti107,5
sti108,11
sti109,94
sti11,13
sti110,131
sti111,6
sti112,14
sti113,270
sti114,10
sti115,26
sti116,179
sti117,44
sti118,107
sti119,46
sti12,126
sti120,5
sti121,39
sti122,1
sti123,27
sti124,6
sti125,348
sti126,76
sti127,12
sti128,9
sti129,1
sti13,10
sti130,104
sti131,58
sti132,48
sti133,4
sti134,74
sti135,95
sti136,25
sti137,40
sti138,37
sti139,3
sti14,8
sti140,74
sti141,12
sti142,8
sti143,8
sti144,1
sti145,9
sti146,1
sti147,7
sti148,21
sti149,23
sti15,92
sti150,21
sti16,59
sti17,4
sti18,110
sti19,13
sti2,143
sti20,268
sti21,16
sti22,4
sti23,37
sti24,2
sti25,165
sti26,7
sti27,2
sti28,12
sti29,222
sti3,1
sti30,153
sti31,14
sti32,1
sti33,21
sti34,32
sti35,47
sti36,24
sti37,146
sti38,37
sti39,40
sti4,13
sti40,216
sti41,87
sti42,161
sti43,31
sti44,3
sti45,10
sti46,78
sti47,8
sti48,7
sti49,2
sti5,95
sti50,65
sti51,7
sti52,96
sti53,214
sti54,12
sti55,13
sti56,21
sti57,22
sti58,6
sti59,73
sti6,13
sti60,156
sti61,24
sti62,6
sti63,1
sti64,1
sti65,41
sti66,35
sti67,281
sti68,3
sti69,4
sti7,258
sti70,39
sti71,18
sti72,130
sti73,22
sti74,322
sti75,21
sti76,131
sti77,105
sti78,5
sti79,68
sti8,46
sti80,172
sti81,11
sti82,119
sti83,9
sti84,209
sti85,4
sti86,11
sti87,3
sti88,19
sti89,225
sti9,43
sti90,20
sti91,42
sti92,24
sti93,99
sti94,10
sti95,10
sti96,21
sti97,7
sti98,84
sti99,21
