,Weight
sti1,179
sti10,1
sti100,1
sti11,581
sti12,1
sti13,3
sti14,3
sti15,2
sti16,1
sti17,4
sti18,12
sti19,277
sti2,3
sti20,192
sti21,2
sti22,3
sti23,362
sti24,1
sti25,6
sti26,226
sti27,5
sti28,5
sti29,173
sti3,167
sti30,1
sti31,10
sti32,1
sti33,1
sti34,304
sti35,318
sti36,1
sti37,2
sti38,186
sti39,12
sti4,5
sti40,6
sti41,3
sti42,1
sti43,3
sti44,5
sti45,4
sti46,3
sti47,222
sti48,3
sti49,1
sti5,4
sti50,5
sti51,411
sti52,308
sti53,5
sti54,3
sti55,1
sti56,262
sti57,1
sti58,265
sti59,1
sti6,235
sti60,268
sti61,149
sti62,209
sti63,1
sti64,6
sti65,10
sti66,110
sti67,2
sti68,348
sti69,9
sti7,1
sti70,1
sti71,2
sti72,309
sti73,114
sti74,216
sti75,3
sti76,5
sti77,1
sti78,172
sti79,224
sti8,154
sti80,8
sti81,6
sti82,5
sti83,3
sti84,4
sti85,250
sti86,2
sti87,5
sti88,347
sti89,117
sti9,4
sti90,185
sti91,2
sti92,2
sti93,1
sti94,2
sti95,171
sti96,186
sti97,130
sti98,187
sti99,2
